,project_name,num_commits,project_age_days,num_issues,num_pull,num_stargazers,num_watchers,num_forks,num_subscribers,num_contributors,project_size(kB),ssf_score,ssf0_Binary-Artifacts,ssf1_Branch-Protection,ssf3_CII-Best-Practices,ssf7_Dependency-Update-Tool,ssf8_Fuzzing,ssf9_License,ssf10_Maintained,ssf13_SAST,ssf17_Vulnerabilities,num_sonarQube_BUG_HIGH,num_sonarQube_BUG_MEDIUM,num_sonarQube_BUG_LOW,num_sonarQube_BUG_BLOCKER,num_sonarQube_VULNERABILITY_HIGH,num_sonarQube_VULNERABILITY_MEDIUM,num_sonarQube_VULNERABILITY_LOW,num_sonarQube_VULNERABILITY_BLOCKER,num_sonarQube_CODE_SMELL_HIGH,num_sonarQube_CODE_SMELL_MEDIUM,num_sonarQube_CODE_SMELL_LOW,num_sonarQube_CODE_SMELL_BLOCKER,Generic policy,Reporting mechanism,Scope of practice,User guideline
41,adobe/ops-cli,0.0011192268008184346,0.33190271816881256,0.0012742515714474407,0.0017098548611571341,0.0010308558788314818,0.0010308558788314818,0.0005114469912111873,0.0032959789057350032,0.05427974947807933,6.85866205431238e-05,0.375,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7000000000000001,0.8,0.0,0.0,0.0,0.0,0.025210084033613446,0.0,0.0,0.0,0.00463616206409998,0.0019307089992491688,0.0017042226850975193,0.0,1,1,0,1
42,borgbackup/borg,0.05117547960617207,0.574928469241774,0.06412437938509591,0.054330969580489094,0.05995608124432895,0.05995608124432895,0.009986675459965814,0.019775873434410018,0.6054279749478079,0.005379526614158153,0.53125,1.0,0.0,0.2,1.0,0.0,0.9,1.0,1.0,1.0,0.0,0.002066115702479339,0.0,0.001949317738791423,0.0,0.0,0.0,0.0,0.007256601491634751,0.004504987664914727,0.005491384207536451,0.005988023952095809,1,1,1,0
43,zopefoundation/zodb3,5.829306254262674e-06,0.7162017167381974,7.769826655167322e-06,0.0,1.073808207116127e-05,1.073808207116127e-05,5.383652539065129e-05,0.01067897165458141,0.006263048016701461,1.1842294194496195e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.002066115702479339,0.0,0.001949317738791423,0.0,0.0,0.0,0.0,0.007256601491634751,0.004504987664914727,0.005491384207536451,0.005988023952095809,1,1,1,0
44,httplib2/httplib2,0.003101190927267746,0.5221745350500715,0.0018725282238953246,0.001617072039233879,0.00262009202536335,0.00262009202536335,0.002476480167969959,0.0035596572181938032,0.11899791231732776,0.0006213914925945365,0.421875,1.0,0.30000000000000004,0.0,1.0,1.0,0.9,0.0,0.0,1.0,0.05660377358490566,0.006198347107438017,0.0,0.001949317738791423,0.008403361344537815,0.0,0.0,0.0,0.07377544849828664,0.028638850155529336,0.0304866502556334,0.035928143712574856,1,1,1,0
45,ipython/ipython,0.15833561647828293,0.9018240343347639,0.11261586753999517,0.09450593147325866,0.0875314760030711,0.0875314760030711,0.05979892057766592,0.0978246539222149,0.8768267223382045,0.012980799200250399,0.546875,1.0,0.30000000000000004,0.2,1.0,1.0,1.0,1.0,0.0,1.0,0.009433962264150943,0.30268595041322316,0.000510986203372509,0.005847953216374269,0.08403361344537814,0.0,0.0,0.0,0.030034267284821607,0.03421645393113804,0.019693239916682446,0.017964071856287428,1,1,0,0
46,python-imaging/pillow,0.10928783365491673,0.757689556509299,0.06466826725095763,0.06823513818013122,0.06565263378308,0.06565263378308,0.029960026379897444,0.02900461437046803,0.7995824634655532,0.033594285961470106,0.75,1.0,0.0,0.0,1.0,1.0,0.9,1.0,0.0,1.0,0.018867924528301886,0.010330578512396695,0.0,0.007797270955165692,0.0,0.0,0.0,0.0,0.04878048780487805,0.023383031213128822,0.05226282900965726,0.017964071856287428,0,1,0,0
47,apache/qpid-python,0.006050819891924662,0.4996423462088698,0.00019424566637918304,0.0003313672211544834,8.053561553370952e-05,8.053561553370952e-05,0.0002691826269532564,0.001977587343441002,0.029227557411273485,0.00023816169435597902,0.171875,1.0,0.30000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.009433962264150943,0.07231404958677687,0.000510986203372509,0.001949317738791423,0.0,0.0,0.0,0.0,0.03225156218504334,0.030033251099431512,0.06173073281575459,0.0658682634730539,1,1,0,0
48,scalyr/scalyr-agent-2,0.014730656904521794,0.6187410586552218,0.01012408413168302,0.01634303134733912,0.00037583287249064445,0.00037583287249064445,0.0007806296181644437,0.0023731048121292024,0.07933194154488517,0.004131480387104859,0.28125,0.9,0.8,0.0,1.0,0.0,1.0,1.0,0.7000000000000001,0.0,0.0,0.012396694214876033,0.000510986203372509,0.007797270955165692,0.0,0.0,0.0,0.0,0.045353759322717194,0.0184489971039365,0.12327210755538723,0.029940119760479042,0,1,0,0
49,home-assistant/core,0.4955551539811247,0.6825822603719599,0.9999999999999998,0.9999999999999999,0.3921708643619163,0.3921708643619163,0.41124375832783755,0.17626895187870797,0.8538622129436325,0.10907493096518152,0.65625,1.0,0.6000000000000001,0.0,1.0,0.0,1.0,1.0,0.7000000000000001,0.7000000000000001,0.0,0.03512396694214876,0.007664793050587635,0.06627680311890838,0.1092436974789916,0.9347826086956521,0.0,0.0,0.1999596855472687,0.10618899495870428,0.8839234993372467,0.09580838323353294,1,0,0,0
50,cog-creators/red-discordbot,0.016625181437157164,0.5329041487839771,0.04839825023503725,0.05462257273510504,0.025787504093893788,0.025787504093893788,0.031023297756362807,0.02808174027686223,0.3507306889352818,0.013601039358687138,0.515625,1.0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.03512396694214876,0.007664793050587635,0.06627680311890838,0.1092436974789916,0.9347826086956521,0.0,0.0,0.1999596855472687,0.10618899495870428,0.8839234993372467,0.09580838323353294,1,1,1,0
51,pyload/pyload,0.04565512658338531,0.7217453505007153,0.034575728615494586,0.016594870435416527,0.017809109115020965,0.017809109115020965,0.009569442388188267,0.017139090309822018,0.33611691022964507,0.00811328733369595,0.390625,1.0,0.2,0.0,1.0,0.0,0.9,1.0,0.0,1.0,0.0,0.03512396694214876,0.007664793050587635,0.06627680311890838,0.1092436974789916,0.9347826086956521,0.0,0.0,0.1999596855472687,0.10618899495870428,0.8839234993372467,0.09580838323353294,1,1,1,0
52,pydantic/pydantic,0.0189627332451165,0.4458154506437768,0.06703806438078366,0.053429650738948904,0.11233107654641804,0.11233107654641804,0.025330085196301432,0.015425181278839815,0.9686847599164926,0.02672707113912837,0.671875,1.0,0.2,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.03512396694214876,0.007664793050587635,0.06627680311890838,0.1092436974789916,0.9347826086956521,0.0,0.0,0.1999596855472687,0.10618899495870428,0.8839234993372467,0.09580838323353294,0,1,0,0
53,vyperlang/vyper,0.033699219455892555,0.47675250357653787,0.03114146523391063,0.030883425011597854,0.026120384638099788,0.026120384638099788,0.010700009421391944,0.02148978246539222,0.43006263048016696,0.0019918080929909572,0.546875,1.0,0.8,0.0,0.0,0.0,0.9,1.0,1.0,1.0,0.0,0.03512396694214876,0.007664793050587635,0.06627680311890838,0.1092436974789916,0.9347826086956521,0.0,0.0,0.1999596855472687,0.10618899495870428,0.8839234993372467,0.09580838323353294,1,1,1,1
54,keylime/keylime,0.011087340495607619,0.48086552217453504,0.012967840687474261,0.015746570349261052,0.0022711043580506086,0.0022711043580506086,0.0020323288334970864,0.003032300593276203,0.12734864300626303,0.002652180470642377,0.640625,1.0,0.6000000000000001,0.0,1.0,0.0,1.0,1.0,0.9,0.0,0.0,0.03512396694214876,0.007664793050587635,0.06627680311890838,0.1092436974789916,0.9347826086956521,0.0,0.0,0.1999596855472687,0.10618899495870428,0.8839234993372467,0.09580838323353294,0,0,0,0
55,onnx/onnx,0.01670679172471684,0.42310443490701,0.04864688468800261,0.04549009212008748,0.095815906320972,0.095815906320972,0.04939501204592256,0.057613711272247854,0.6137787056367432,0.005791868718958181,0.796875,1.0,0.8,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.03512396694214876,0.007664793050587635,0.06627680311890838,0.1092436974789916,0.9347826086956521,0.0,0.0,0.1999596855472687,0.10618899495870428,0.8839234993372467,0.09580838323353294,1,1,0,1
56,mysql/mysql-connector-python,0.0070301433426407925,0.6257153075822603,0.0007536731855512303,0.0012857048180793954,0.004703279947168636,0.004703279947168636,0.004024280272951184,0.008833223467369809,0.033402922755741124,0.003550550066341519,0.21875,1.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0,1.0,0.8584905660377358,1.0,0.013796627491057744,1.0,0.15966386554621848,0.0,0.0,0.0,0.37351340455553317,0.36726375630161967,0.09903427381177807,0.4131736526946108,0,1,0,1
57,nfstream/nfstream,0.010708435589080544,0.2852288984263233,0.001351949837999114,0.0005964609980780701,0.005809302400498247,0.005809302400498247,0.0016150957617195388,0.0035596572181938032,0.025052192066805843,0.01983617172839764,0.484375,1.0,0.6000000000000001,0.0,1.0,1.0,1.0,0.0,0.7000000000000001,0.8,0.8584905660377358,1.0,0.013796627491057744,1.0,0.15966386554621848,0.0,0.0,0.0,0.37351340455553317,0.36726375630161967,0.09903427381177807,0.4131736526946108,1,1,1,0
58,scikit-learn/scikit-learn,0.18563425766699507,0.8841201716738197,0.22636612977164475,0.23772284445622638,0.3217451530982051,0.3217451530982051,0.3414985396842488,0.2822676334871457,0.8517745302713987,0.027045168319297198,0.921875,1.0,0.30000000000000004,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.009433962264150943,0.006198347107438017,0.002043944813490036,0.001949317738791423,0.0,0.0,0.0,0.0,0.03547671840354767,0.08430762630054703,0.07725809505775422,0.011976047904191617,1,1,1,0
59,airbnb/knowledge-repo,0.007636391193084111,0.49213161659513593,0.005974996697823671,0.006335741268473722,0.029422344874981878,0.029422344874981878,0.009273341498539684,0.023071852340145024,0.11273486430062629,0.01275793380256231,0.34375,1.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004132231404958678,0.0,0.001949317738791423,0.0,0.0,0.0,0.0,0.003225156218504334,0.001608924166040974,0.004733951903048665,0.0,0,1,0,0
60,sanic-org/sanic,0.016829207156056358,0.5069742489270386,0.023301710138846802,0.02095566306580953,0.09705078575915556,0.09705078575915556,0.020848194457529712,0.05326301911667765,0.6033402922755741,0.0016992047406019471,0.421875,1.0,0.2,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.025210084033613446,0.0,0.0,0.0,0.00463616206409998,0.0019307089992491688,0.0017042226850975193,0.0,1,0,0,0
61,elastic/apm-agent-python,0.021440188403178136,0.4331187410586552,0.01665850834867874,0.01875538471734376,0.0022120449066592215,0.0022120449066592215,0.002947549765138158,0.03111404087013843,0.40709812108559496,0.0014028184331230284,0.65625,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.20754716981132074,0.049586776859504134,0.002554931016862545,0.007797270955165692,0.01680672268907563,0.0,0.0,0.0,0.19592824027413827,0.0492330794808538,0.06892633970838856,0.029940119760479042,1,1,0,0
62,dbt-labs/dbt-core,0.040123114948090025,0.5209227467811158,0.08050317397418863,0.06440453310358539,0.05283673283114903,0.05283673283114903,0.021817251914561436,0.018325642715886617,0.5991649269311065,0.00790160632496933,0.546875,1.0,0.8,0.0,1.0,0.0,1.0,1.0,0.9,0.4,0.018867924528301886,0.1012396694214876,0.002554931016862545,0.001949317738791423,0.0,0.0,0.0,0.0,0.044749042531747635,0.0246701705459616,0.05055860632455974,0.011976047904191617,0,0,0,0
63,numpy/numpy,0.21745061120276077,0.8792918454935622,0.21453268377582493,0.19590430114653057,0.14983382817994878,0.14983382817994878,0.13502200567975345,0.07870797626895187,0.9018789144050103,0.024556641775370428,0.765625,1.0,0.30000000000000004,0.0,1.0,1.0,0.9,1.0,0.9,1.0,0.09433962264150943,0.05578512396694215,0.000510986203372509,0.005847953216374269,0.0,0.0,0.0,0.0,0.1824228986091514,0.05041295720261718,0.054156409770876726,0.011976047904191617,0,0,0,0
64,jsonpickle/jsonpickle,0.009058741919124206,0.928826895565093,0.004110238300583513,0.002783484657697661,0.0067381464996536964,0.0067381464996536964,0.002355347985840994,0.004350692155570204,0.12943632567849683,0.0003699072172697492,0.4375,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.09433962264150943,0.05578512396694215,0.000510986203372509,0.005847953216374269,0.0,0.0,0.0,0.0,0.1824228986091514,0.05041295720261718,0.054156409770876726,0.011976047904191617,1,1,1,1
65,jquery/jquery,0.039155450109882424,0.9737124463519312,0.04181720705811053,0.0403472728477699,0.31791165779880054,0.31791165779880054,0.27711005531702987,0.4179301252471984,0.6116910229645094,0.005660781101277438,0.78125,1.0,0.8,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.03773584905660377,0.008264462809917356,0.0,0.0,0.0,0.0,0.0,0.0,0.026204394275347712,0.007615574385927277,0.008899829577731489,0.08982035928143713,1,1,1,0
66,esphome/esphome,0.044879828851568375,0.3853719599427754,0.0560670691436874,0.0921068327921002,0.04540598003790543,0.04540598003790543,0.04872205547853942,0.02254449571522742,0.9853862212943632,0.004620468451552598,0.59375,1.0,0.2,0.0,1.0,0.0,0.9,1.0,0.7000000000000001,0.6000000000000001,0.04716981132075471,0.12706611570247933,0.003576903423607563,0.0,0.0,0.0,0.0,0.0,0.3729086877645636,0.04140298187278773,0.012876349176292368,0.011976047904191617,0,1,1,1
67,getsentry/sentry,0.44004849982803546,0.8817954220314735,0.6118660792677715,0.8601762873616542,0.2095536716187122,0.2095536716187122,0.0563668420840119,0.0903098220171391,0.707724425887265,0.08654595311800205,0.71875,0.6000000000000001,0.8,0.0,1.0,0.0,0.9,1.0,0.9,0.6000000000000001,0.0,0.006198347107438017,0.0,0.0,0.008403361344537815,0.0,0.0,0.0,0.04313646442249547,0.013944009439021774,0.007574323044877864,0.07185628742514971,1,1,0,0
68,benoitc/gunicorn,0.018414778457215807,0.9306151645207439,0.02533740472250064,0.015044071840413547,0.052740090092508574,0.052740090092508574,0.023580398121105264,0.02966381015161503,0.720250521920668,0.0007766571275890421,0.71875,1.0,0.30000000000000004,0.0,1.0,1.0,0.9,1.0,0.0,1.0,0.0,0.006198347107438017,0.0,0.0,0.008403361344537815,0.0,0.0,0.0,0.04313646442249547,0.013944009439021774,0.007574323044877864,0.07185628742514971,1,1,1,1
69,mindsdb/mindsdb,0.10929949226742526,0.3642703862660944,0.07446601866312362,0.0733116840082179,0.1433695027731097,0.1433695027731097,0.06553251053177028,0.05273566249176005,0.801670146137787,0.0415475378472321,0.328125,1.0,0.4,0.0,1.0,0.0,0.9,1.0,0.30000000000000004,0.0,0.0,0.006198347107438017,0.0,0.0,0.008403361344537815,0.0,0.0,0.0,0.04313646442249547,0.013944009439021774,0.007574323044877864,0.07185628742514971,0,1,1,1
70,langchain-ai/langchain,0.06816207803109352,0.0895922746781116,0.1820548083572255,0.2072370601100139,0.5052911899405647,0.5052911899405647,0.2046460921412132,0.09070533948582729,1.0,0.05846984729855065,0.421875,1.0,0.30000000000000004,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.02830188679245283,0.052685950413223145,0.013796627491057744,0.04483430799220273,0.008403361344537815,0.0,0.0,0.19565217391304346,0.10501914936504737,0.10683256462512067,0.10395758379094867,0.023952095808383235,1,1,1,1
71,run-llama/llama_index,0.0318804759045626,0.08655221745350503,0.08959387116073439,0.08134402544900259,0.1952720224640677,0.1952720224640677,0.06986635082571771,0.03216875411997363,0.9958246346555323,0.03971099538923565,0.5,1.0,0.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.21698113207547168,0.17355371900826447,0.007664793050587635,0.0682261208576998,0.05042016806722689,0.0,0.0,0.08695652173913043,0.24390243902439024,0.08977796846508634,0.14163984093921606,0.04191616766467066,1,1,1,0
72,bentoml/bentoml,0.019306662314117994,0.3209942775393419,0.0371397714116998,0.04914838624163297,0.03816851272194273,0.03816851272194273,0.01063271376465363,0.01028345418589321,0.4217118997912317,0.015298105907281744,0.65625,1.0,0.6000000000000001,0.0,1.0,0.0,1.0,1.0,0.9,0.7000000000000001,0.21698113207547168,0.17355371900826447,0.007664793050587635,0.0682261208576998,0.05042016806722689,0.0,0.0,0.08695652173913043,0.24390243902439024,0.08977796846508634,0.14163984093921606,0.04191616766467066,1,1,1,0
