,project_name,num_commits,project_age_days,num_issues,num_pull,num_stargazers,num_watchers,num_forks,num_subscribers,num_contributors,project_size(kB),ssf_score,ssf0_Binary-Artifacts,ssf1_Branch-Protection,ssf3_CII-Best-Practices,ssf7_Dependency-Update-Tool,ssf8_Fuzzing,ssf9_License,ssf10_Maintained,ssf13_SAST,ssf17_Vulnerabilities,num_sonarQube_BUG_HIGH,num_sonarQube_BUG_MEDIUM,num_sonarQube_BUG_LOW,num_sonarQube_BUG_BLOCKER,num_sonarQube_VULNERABILITY_HIGH,num_sonarQube_VULNERABILITY_MEDIUM,num_sonarQube_VULNERABILITY_LOW,num_sonarQube_VULNERABILITY_BLOCKER,num_sonarQube_CODE_SMELL_HIGH,num_sonarQube_CODE_SMELL_MEDIUM,num_sonarQube_CODE_SMELL_LOW,num_sonarQube_CODE_SMELL_BLOCKER,Generic policy,Reporting mechanism,Scope of practice,User guideline
10,mlflow/mlflow,0.03884066757215224,0.37464234620886977,0.10326876607382889,0.12418317979985419,0.1000574487390807,0.1000574487390807,0.05681099341848477,0.03994726433750824,0.9478079331941545,0.09147596598169412,0.65625,1.0,0.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0010330578512396695,0.0,0.0,0.05042016806722689,0.0,0.0,0.0,0.004434589800443459,0.0026815402767349566,0.017042226850975194,0.0,1,1,1,0
11,prefecthq/prefect,0.10422799582621672,0.37035050071530756,0.11835776943816383,0.12733779574524487,0.08749389271582203,0.08749389271582203,0.02134618231739324,0.021226104152933422,0.5762004175365344,0.026977404080295357,0.609375,1.0,0.6000000000000001,0.0,1.0,0.0,1.0,1.0,0.8,0.2,0.1981132075471698,0.21694214876033058,0.02043944813490036,0.023391812865497075,0.0,0.021739130434782608,0.0,0.0,0.11771820197540818,0.13547141478065,0.37852679416777124,0.04191616766467066,0,1,0,0
12,scipy/scipy,0.19613283823092215,0.8476394849785408,0.16909473749640644,0.1510371794022135,0.07001766414500706,0.07001766414500706,0.06961062733011211,0.04588002636783124,0.8601252609603339,0.027006845339473343,0.4375,1.0,0.30000000000000004,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3018867924528302,0.06508264462809918,0.009197751660705161,0.01949317738791423,0.07563025210084033,0.34782608695652173,0.0,0.08695652173913043,0.19552509574682525,0.06049554864314062,0.08256012118916871,0.029940119760479042,0,0,0,0
13,octoprint/octoprint,0.053116638588841546,0.7290772532188841,0.03920654530197431,0.013917423288488303,0.04451471922599904,0.04451471922599904,0.02244983108790159,0.04416611733684904,0.5198329853862212,0.00905030886183546,0.421875,1.0,0.30000000000000004,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3018867924528302,0.06508264462809918,0.009197751660705161,0.01949317738791423,0.07563025210084033,0.34782608695652173,0.0,0.08695652173913043,0.19552509574682525,0.06049554864314062,0.08256012118916871,0.029940119760479042,1,0,0,0
14,nautobot/nautobot,0.06439051688458557,0.19760371959942777,0.04738040294321033,0.04025449002584664,0.005616016923217344,0.005616016923217344,0.0037281793833026018,0.005009887936717205,0.5156576200417536,0.024752039629579614,0.59375,1.0,0.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.03773584905660377,0.3357438016528926,0.014307613694430251,0.01364522417153996,0.0,0.0,0.0,0.0,0.16750655109856885,0.3759519467982409,1.0,0.07185628742514971,1,1,0,1
15,plone/plone,0.0015039610135997715,0.8120529327610873,0.00024086462631018698,0.000238584399231228,0.0012832008075037717,0.0012832008075037717,0.0006998748300784668,0.024522083058668424,0.03549060542797495,0.0005083962688220519,0.15625,1.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,1.0,0.03773584905660377,0.3357438016528926,0.014307613694430251,0.01364522417153996,0.0,0.0,0.0,0.0,0.16750655109856885,0.3759519467982409,1.0,0.07185628742514971,0,1,0,0
16,saltstack/salt,0.7073455088109964,0.8506795422031473,0.5201743549101419,0.5352773543641063,0.07606320435107085,0.07606320435107085,0.07370220325980162,0.07013843111404086,0.6012526096033403,0.08993696116533438,0.59375,0.6000000000000001,0.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
17,apache/superset,0.09332719313074551,0.5624105865522174,0.215418444014514,0.2248790509642786,0.3355274814365406,0.3355274814365406,0.1851034334244068,0.1996044825313118,0.883089770354906,0.15260950709246512,0.640625,1.0,0.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.7547169811320754,0.0743801652892562,0.013796627491057744,0.09161793372319688,0.15966386554621848,0.0,0.0,0.021739130434782608,0.565410199556541,0.21763380885980907,0.4474531338761598,0.16766467065868265,1,1,0,1
18,litestar-org/litestar,0.0170565500999726,0.1457439198855508,0.027940296651981694,0.032553515806216446,0.029492142408444427,0.029492142408444427,0.005033715124025896,0.005273566249176005,0.4321503131524008,0.019913804545894892,0.6875,1.0,0.4,0.0,1.0,0.0,1.0,1.0,0.9,1.0,0.7547169811320754,0.0743801652892562,0.013796627491057744,0.09161793372319688,0.15966386554621848,0.0,0.0,0.021739130434782608,0.565410199556541,0.21763380885980907,0.4474531338761598,0.16766467065868265,1,1,0,0
19,pallets/werkzeug,0.033087142299194974,0.873032904148784,0.022851060192847095,0.023195705480813837,0.035714860968682385,0.035714860968682385,0.023311215494152007,0.029400131839156227,0.8559498956158663,0.002595107191677236,0.578125,1.0,0.30000000000000004,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7547169811320754,0.0743801652892562,0.013796627491057744,0.09161793372319688,0.15966386554621848,0.0,0.0,0.021739130434782608,0.565410199556541,0.21763380885980907,0.4474531338761598,0.16766467065868265,1,1,0,1
20,pallets/jinja,0.016491107393309123,0.873211731044349,0.015329867990645127,0.012419643448870038,0.05543534869237005,0.05543534869237005,0.021763415389170784,0.03309162821357943,0.5553235908141962,0.0010871883975780536,0.640625,1.0,0.30000000000000004,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7547169811320754,0.0743801652892562,0.013796627491057744,0.09161793372319688,0.15966386554621848,0.0,0.0,0.021739130434782608,0.565410199556541,0.21763380885980907,0.4474531338761598,0.16766467065868265,1,1,0,1
21,nebari-dev/nebari,0.010259579007502318,0.2551859799713877,0.020100541556917866,0.015269401550798594,0.0014979624489269972,0.0014979624489269972,0.0012247809526373169,0.002109426499670402,0.13152400835073066,0.002687049447992838,0.71875,1.0,0.6000000000000001,0.0,1.0,0.0,1.0,1.0,0.9,1.0,0.7547169811320754,0.0743801652892562,0.013796627491057744,0.09161793372319688,0.15966386554621848,0.0,0.0,0.021739130434782608,0.565410199556541,0.21763380885980907,0.4474531338761598,0.16766467065868265,1,1,1,0
22,element-hq/synapse,0.14163465405982034,0.013948497854077258,0.1389245005943917,0.011107429253098284,0.0079569188147305,0.0079569188147305,0.0024495619052746337,0.0023731048121292024,0.7745302713987473,0.07108633147601204,0.515625,1.0,0.30000000000000004,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.1792452830188679,0.06198347107438017,0.043944813490035775,0.007797270955165692,0.03361344537815126,0.13043478260869565,0.0,0.043478260869565216,0.20882886514815563,0.10854875040223104,0.3527740958151865,0.04191616766467066,0,1,0,0
23,aws/sagemaker-python-sdk,0.02244282907891132,0.41112303290414876,0.03653372493259675,0.04253429650738949,0.011280355215754915,0.011280355215754915,0.01530303234229263,0.018193803559657218,0.9018789144050103,0.02473756571445301,0.609375,0.5,0.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.018867924528301886,0.03925619834710744,0.002043944813490036,0.007797270955165692,0.025210084033613446,0.0,0.0,0.021739130434782608,0.1072364442652691,0.08838356752118418,0.19996212838477562,0.059880239520958084,0,1,0,0
24,eventlet/eventlet,0.014736486210776056,0.7326537911301859,0.007622199948719143,0.00577904433693419,0.00668445608929789,0.00668445608929789,0.004360758556642755,0.008305866842452207,0.29018789144050106,0.0015163070858202838,0.5,1.0,0.8,0.0,0.0,0.0,0.9,0.6000000000000001,0.0,1.0,0.018867924528301886,0.03925619834710744,0.002043944813490036,0.007797270955165692,0.025210084033613446,0.0,0.0,0.021739130434782608,0.1072364442652691,0.08838356752118418,0.19996212838477562,0.059880239520958084,1,1,1,0
25,tqdm/tqdm,0.011623636670999785,0.5709942775393418,0.012144239062026526,0.007488899198091324,0.1535706807407129,0.1535706807407129,0.018250582107430788,0.027554383651944625,0.22338204592901875,0.0009993580489688733,0.53125,1.0,0.30000000000000004,0.5,0.0,1.0,0.9,1.0,0.0,1.0,0.018867924528301886,0.03925619834710744,0.002043944813490036,0.007797270955165692,0.025210084033613446,0.0,0.0,0.021739130434782608,0.1072364442652691,0.08838356752118418,0.19996212838477562,0.059880239520958084,1,1,1,0
26,aio-libs/aiohttp,0.06303228852734236,0.6800786838340486,0.07252356199933178,0.08411425541785407,0.0810993648424455,0.0810993648424455,0.027120149665540588,0.028740936058009228,0.8768267223382045,0.004910604659317755,0.578125,1.0,0.30000000000000004,0.0,1.0,1.0,0.9,1.0,1.0,1.0,0.018867924528301886,0.03925619834710744,0.002043944813490036,0.007797270955165692,0.025210084033613446,0.0,0.0,0.021739130434782608,0.1072364442652691,0.08838356752118418,0.19996212838477562,0.059880239520958084,0,1,0,0
27,pypa/pip,0.08657685648830933,0.848175965665236,0.10091450859731319,0.07449135131552787,0.05106494928940742,0.05106494928940742,0.04070041319533237,0.04192485168094924,0.8267223382045928,0.011781931389365917,0.5,0.0,0.30000000000000004,0.2,1.0,1.0,1.0,1.0,0.0,1.0,0.009433962264150943,0.014462809917355372,0.003576903423607563,0.0,0.008403361344537815,0.0,0.0,0.0,0.022374521265873817,0.017054596160034324,0.037492899072145425,0.011976047904191617,1,1,0,0
28,wagtail/wagtail,0.1052306365019499,0.657725321888412,0.09420914819390379,0.09345881105441049,0.09785614191449266,0.09785614191449266,0.051844573951197195,0.044297956493078446,0.7098121085594989,0.03665880853691251,0.625,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7000000000000001,0.6000000000000001,0.009433962264150943,0.030991735537190084,0.0015329586101175269,0.009746588693957114,0.25210084033613445,0.0,0.0,0.0,0.09111066317274744,0.0371125174300118,0.07347093353531528,0.017964071856287428,1,0,0,0
29,apache/airflow,0.1539519781750774,0.5801144492131617,0.30207532069959514,0.38365696865266086,0.19813909037706776,0.19813909037706776,0.19179262170419523,0.0999340804218853,0.8684759916492693,0.050089285963937254,0.75,1.0,0.6000000000000001,0.0,1.0,1.0,1.0,1.0,0.0,0.9,0.04716981132075471,0.05475206611570248,0.008175779253960144,0.0,0.01680672268907563,0.0,0.0,0.021739130434782608,0.0878855069542431,0.04193928992813472,0.09638326074607081,0.07185628742514971,1,1,0,0
30,fonttools/fonttools,0.06991669921362659,0.69241773962804,0.027559575145878493,0.024998343163894227,0.02325868576613531,0.02325868576613531,0.006164282157229573,0.015425181278839815,0.25052192066805845,0.004414215160998456,0.546875,1.0,0.30000000000000004,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.04716981132075471,0.05475206611570248,0.008175779253960144,0.0,0.01680672268907563,0.0,0.0,0.021739130434782608,0.0878855069542431,0.04193928992813472,0.09638326074607081,0.07185628742514971,0,1,0,0
31,andialbrecht/sqlparse,0.007496487842981807,0.775035765379113,0.006083774270996013,0.003154615945390682,0.020074844432035995,0.020074844432035995,0.009381014549320988,0.012392880685563611,0.17536534446764088,0.00024095779159634617,0.328125,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,1.0,0.04716981132075471,0.05475206611570248,0.008175779253960144,0.0,0.01680672268907563,0.0,0.0,0.021739130434782608,0.0878855069542431,0.04193928992813472,0.09638326074607081,0.07185628742514971,1,1,1,0
32,tornadoweb/tornado,0.027834937364104296,0.9452789699570815,0.026611656293948082,0.021167738087348398,0.11664241649798929,0.11664241649798929,0.07407905893753618,0.1294660514172709,0.7536534446764092,0.0017108825584881864,0.53125,1.0,0.30000000000000004,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.04716981132075471,0.05475206611570248,0.008175779253960144,0.0,0.01680672268907563,0.0,0.0,0.021739130434782608,0.0878855069542431,0.04193928992813472,0.09638326074607081,0.07185628742514971,1,1,1,0
33,moinwiki/moin,0.031116836785254186,0.3617668097281831,0.013853600926163336,0.009556630658095302,0.0016375575158520937,0.0016375575158520937,0.0012382400839849796,0.0034278180619644032,0.12943632567849683,0.001845259702334067,0.4375,1.0,0.30000000000000004,0.0,0.0,0.0,0.9,1.0,0.0,1.0,0.04716981132075471,0.05475206611570248,0.008175779253960144,0.0,0.01680672268907563,0.0,0.0,0.021739130434782608,0.0878855069542431,0.04193928992813472,0.09638326074607081,0.07185628742514971,1,1,1,0
34,ansible/ansible,0.31855409887669267,0.782725321888412,0.6518496072352625,0.6806812910066936,0.33687511073647136,0.33687511073647136,0.3212963835314069,0.25128543177323664,0.7828810020876826,0.042113007395019296,0.359375,1.0,0.30000000000000004,0.2,0.0,1.0,1.0,1.0,0.0,0.5,0.2641509433962264,0.13739669421487605,0.018395503321410323,0.003898635477582846,0.5294117647058824,1.0,0.0,0.15217391304347827,0.2328159645232816,0.1173442025099217,0.21681499715962885,0.18562874251497008,1,1,1,0
35,jelmer/dulwich,0.026826467382116855,0.9758583690987125,0.010660202170889567,0.01138577771886805,0.011038748369153785,0.011038748369153785,0.005316356882326815,0.0068556361239288065,0.394572025052192,0.0027740574150607335,0.46875,1.0,0.30000000000000004,0.0,1.0,1.0,0.9,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020157226365652087,0.0013944009439021774,0.005302026131414505,0.0,1,1,1,0
36,sqlalchemy/sqlalchemy,0.10018245728575842,0.34334763948497854,0.06813360993916225,0.011306249585790974,0.05158037722882316,0.05158037722882316,0.01927347608985316,0.013579433091628214,0.847599164926931,0.014941027842056033,0.4375,1.0,0.30000000000000004,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.005165289256198347,0.000510986203372509,0.04093567251461988,0.0,0.0,0.0,0.0,0.023987099375125984,0.01297865493939719,0.06343495550085211,0.0,1,1,1,0
37,pywbem/pywbem,0.017283893043888846,0.5486409155937053,0.025150928882776626,0.02798064815428458,0.00022013068245880601,0.00022013068245880601,0.0003499374150392334,0.0007910349373764008,0.014613778705636741,0.007542554544044534,0.28125,0.6000000000000001,0.30000000000000004,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0
38,plone/products.cmfplone,0.03647396923292159,0.8120529327610873,0.03133571090028981,0.019404864470806547,0.0013422602588951586,0.0013422602588951586,0.0025303166933606106,0.022676334871456823,0.3507306889352818,0.02149228367623628,0.609375,1.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03773584905660377,0.01652892561983471,0.0,0.03898635477582846,0.01680672268907563,0.0,0.0,0.0,0.015319492037895587,0.01909256677035289,0.12308274947926529,0.0,1,1,1,0
39,latchset/jwcrypto,0.0018129142450756936,0.5872675250357654,0.0026184315827913877,0.002438862747696998,0.0023462709325487376,0.0023462709325487376,0.001588177499024213,0.0025049439683586024,0.07306889352818371,0.00011628474993762236,0.171875,1.0,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.9,0.2,0.03773584905660377,0.01652892561983471,0.0,0.03898635477582846,0.01680672268907563,0.0,0.0,0.0,0.015319492037895587,0.01909256677035289,0.12308274947926529,0.0,1,1,1,0
40,netflix/lemur,0.037680635627553964,0.5686695278969957,0.03827416610335423,0.058121810590496384,0.009240119622234273,0.009240119622234273,0.0043472994252950915,0.05589980224126565,0.24843423799582462,0.001817792158855166,0.703125,1.0,0.8,0.0,1.0,0.0,1.0,1.0,1.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.025210084033613446,0.0,0.0,0.0,0.00463616206409998,0.0019307089992491688,0.0017042226850975193,0.0,0,0,0,0
