project_age_days,num_subscribers,num_issues,project_size(kB),num_contributors
0.8617883172175029,0.023104080096922767,0.02992586499086929,0.004529766888811574,0.5760658229533472
0.9079041487839772,0.2793671720500988,0.0407061218464216,0.0017380211493505,0.8350730688935282
0.8841201716738197,0.2822676334871457,0.2263661297716447,0.0270451683192971,0.8517745302713987
0.8792918454935622,0.0787079762689518,0.2145326837758249,0.0245566417753704,0.9018789144050104
0.6473951232707514,0.2668545934288819,0.3325957241226194,0.06834783188091698,0.720853048492035
0.4347697427257486,0.024643077789026035,0.10412322024592748,0.013797909054340526,0.7370538281621561
0.6189198855507868,0.0064601186552406,0.0316154246598758,0.0922342017627583,0.6680584551148225
0.3787885461806319,0.0011924616007275015,0.011841151651309034,0.002138786955408897,0.08227147265663917
0.8166959296208015,0.04562225271918556,0.1568932969067479,0.028579482433259102,0.8356340735911002
0.6296549798300002,0.03896873128512913,0.0913968372100686,0.03075815570125465,0.6871085575943786
0.5302044816243489,0.00999436901922789,0.07496534988158127,0.042746940764386274,0.6623231830721897
0.6835406821801286,0.003524325115166402,0.0019869745051051563,0.0003223557210327494,0.07831314405214024
0.6835556621027585,0.0035117035534606325,0.0019770876208228985,0.0003210028716472418,0.07844638628670984
0.3419811914951983,0.001454791491485036,0.0033854502161434173,0.003794130682114722,0.08079314942909756
0.5105132345475732,0.0031787924568070416,0.0004669234047438774,0.0007294161083116513,0.009614885872339782
0.7415951359084406,0.0295319709953856,0.0119266839156818,0.0031822876121543,0.3444676409185803
0.7362767928059762,0.056497261802007745,0.13686717501209444,0.032368255140394396,0.7779051122683519
0.4354434907010014,0.016479894528675,0.0024319557430673,0.0063073374690352,0.0187891440501043
0.3853719599427754,0.0225444957152274,0.0560670691436874,0.0046204684515525,0.9853862212943632
0.6811316345514232,0.031081638867931735,0.02174391671124459,0.0009766298346705552,0.23416338158274572
0.8817954220314735,0.0903098220171391,0.6118660792677715,0.086545953118002,0.707724425887265
0.6731051877465438,0.07854194983447291,0.10097725069613428,0.0375577900510293,0.7247976926861679
0.8476394849785408,0.0458800263678312,0.1690947374964064,0.0270068453394733,0.8601252609603339
0.8222312314632649,0.029382025493151283,0.03269215030169967,0.005877201391215962,0.5593045438947294
0.592912024115984,0.00840714025336823,0.07281930500511768,0.12514471697931256,0.6375539462863007
0.6191449612864313,0.03286610079883409,0.022311941066623285,0.0011567975086838743,0.17420316267817004
0.5913805436337625,0.009228740936058,0.0009246093719649,0.0001888188018789,0.0626304801670146
0.0979971387696709,0.0009228740936058,0.0113983357031304,0.0363502509826225,0.0563674321503131
0.8506795422031473,0.0701384311140408,0.5201743549101419,0.0899369611653343,0.6012526096033403
0.5944206008583691,0.0539222148978246,0.0321204633924617,0.0065744469936444,0.6471816283924843
0.8045847876774217,0.029458913730529723,0.07328110589741177,0.011428142412435843,0.7193876349766175
0.3204577968526466,0.015161502966381,0.0193313287180563,0.0013534755406459,0.4446764091858037
0.4064226319136696,0.0009896882864827332,0.015238875042429321,0.0005285391529942238,0.07361765601678785
0.1976037195994277,0.0050098879367172,0.0473804029432103,0.0247520396295796,0.5156576200417536
0.5462177888126964,0.03164609426881991,0.05199491873182935,0.005118697993651663,0.5094073423986148
0.5486409155937053,0.0007910349373764,0.0251509288827766,0.0075425545440445,0.0146137787056367
0.5624105865522174,0.1996044825313118,0.215418444014514,0.1526095070924651,0.883089770354906
0.3884120171673819,0.0007910349373764,0.0004739594259652,3.0428117027524943e-05,0.0417536534446764
0.38919935309598,0.0013714940689150657,0.002956952291049788,0.00025250183057759013,0.0417536534446764
0.6131974248927038,0.001977587343441,0.0379478333838372,0.0151604392372707,0.0605427974947807
0.2984620886981401,0.0015820698747528,0.0045686580732383,0.0043400363459745,0.0751565762004175
0.43115395079471863,0.0016268773278408505,0.0004714964435437726,0.0002751111674572775,0.03050337191665565
0.6282188841201717,0.0088332234673698,0.000139856879793,3.2237356418350755e-05,0.0167014613778705
0.6321530758226037,0.0214897824653922,0.0605191798170982,0.0104370086167493,0.720250521920668
0.669349070100143,0.0035596572181938,0.0057807510314444,0.0034790028722497,0.1336116910229645
0.7805793991416309,0.0203032300593276,0.0198596769306076,0.0027421490112588,0.6409185803757829
0.3342671728498573,0.0022570207229308473,0.007580123555163312,0.010071623776226037,0.04037500341873249
0.7884155312784222,0.2703088713078733,0.15495209037696378,0.0407506872742689,0.8337793641544166
0.6239270386266095,0.0321687541199736,0.129095669875605,0.0706386269649367,0.7828810020876826
0.7934549356223176,0.0193803559657218,0.020248168263366,0.0033416651548552,0.4613778705636743
0.3510014797080906,0.00226063934562547,0.0009714626031616179,7.34066371295149e-05,0.04283603917430393
0.44303662298179153,0.0021152492326530214,0.007855760028864628,0.0015794466085182204,0.09232602021571905
0.5076981550442712,0.05322368035637805,0.02321113814225151,0.001696515311111234,0.6012223229867115
0.848175965665236,0.0222808174027686,0.0213903327816756,0.0264675275246989,0.2588726513569937
0.3265379113018598,0.0431114040870138,0.1233071490175054,0.039904584004054,0.755741127348643
0.9196268467910472,0.023436389096476738,0.05212705053847616,0.009198802324545213,0.7159139460919989
0.8272532188841202,0.0226763348714568,0.0958952005780751,0.0125771743397879,0.37160751565762
0.6415563948207259,0.029876708494302143,0.07290751359382215,0.0200791788320559,0.7164121523688993
0.7235336194563662,0.0060646011865524,0.0211106190220896,0.0030410024633616,0.1649269311064718
0.7993562231759657,0.0661832564271588,0.0217477448078133,0.0070524151454389,0.3340292275574112
0.577074391988555,0.1409360580092287,0.1607266341887912,0.0166542130688598,0.7703549060542797
0.9758583690987124,0.0068556361239288,0.0106602021708895,0.0027740574150607,0.394572025052192
0.4917739628040056,0.0,3.884913327583661e-05,0.0,0.0062630480167014
0.390557939914163,0.0023731048121292,0.0072414784426159,0.0006357009314128,0.0417536534446764
0.5742131616595135,0.0010547132498352,0.0003962611594135,1.546077297614781e-05,0.0062630480167014
0.4996423462088698,0.001977587343441,0.0001942456663791,0.0002381616943559,0.0292275574112734
0.765195105098734,0.005149375879804112,0.003617067345912926,0.0005112761550981367,0.11238251783145654
0.6900929899856938,0.017139090309822,0.0918315812374225,0.0093284382990978,0.6075156576200417
0.0,0.0001318391562294,0.0003107930662066,6.46391891449584e-05,0.0020876826722338
0.42310443490701,0.0576137112722478,0.0486468846880026,0.0057918687189581,0.6137787056367432
0.5886981402002861,0.0027686222808174,0.0054077993519964,0.0006513261806972,0.208768267223382
0.580829756795422,0.00659195781147,0.0169693014148854,0.0008860338725798,0.5156576200417536
0.6782506146733193,0.08999848443915984,0.10324156022778994,0.03785854974113831,0.7298112102805395
0.5709942775393418,0.0275543836519446,0.0121442390620265,0.0009993580489688,0.2233820459290187
0.3209942775393419,0.0102834541858932,0.0371397714116998,0.0152981059072817,0.4217118997912317
0.4393776824034334,0.00659195781147,0.0086089679339253,0.0016916388304221,0.1064718162839248
0.5221745350500715,0.0035596572181938,0.0018725282238953,0.0006213914925945,0.1189979123173277
0.5602646638054363,0.0220171390903098,0.0249100642564664,0.0163744388685148,0.4572025052192066
0.2668823417905597,0.0020113818132059397,0.003400035839081447,0.003237352018336371,0.08378609449220374
0.47837025336319994,0.002971810076571068,0.012630637763237256,0.002581420829041767,0.12503848172202556
0.0928111587982832,0.0047462096242584,0.0034808823415149,0.0010725500061431,0.2713987473903966
0.5160640591980321,0.0033607807198341067,0.0025851287803541276,0.0011158541381298872,0.026786178095601954
0.5062059923574138,0.0022611835581641893,0.0028197122932041613,0.00039994276446510995,0.051736875985609
0.8058169054699287,0.007008066452161052,0.00548497311035059,0.0002694071812944569,0.20718183061162684
0.7677426129067272,0.30072499492570065,0.14516922117494246,0.04286019903174094,0.8207536360308311
0.825566966155359,0.19197990037767476,0.17930942214931977,0.034130348058902193,0.861619357755985
0.6536130988282006,0.04063021847129498,0.08879153002691247,0.03244213198709153,0.7114906894719989
0.600056119527503,0.03484677078846558,0.05865326561165286,0.008069138995918369,0.7568076133412501
0.8024238073026081,0.24077424231937583,0.16413623704074853,0.03825443001234089,0.8442766791618765
0.2551859799713877,0.0021094264996704,0.0201005415569178,0.0026870494479928,0.1315240083507306
0.6798998569384835,0.00659195781147,0.0043899520601695,0.000651161704389,0.045929018789144
0.7902461371118931,0.013269242868640209,0.08911533517905662,0.47180011439608555,0.6464336446142888
0.025035765379113,0.0001318391562294,0.0001709361864136,0.0012541318504587,0.0501043841336116
0.7131616595135908,0.0139749505603164,0.0118489856491301,0.0006011609066789,0.1356993736951983
0.7797445060905783,0.2801142578520911,0.14716551561478683,0.04202425285541406,0.8257462233320082
0.873211731044349,0.0330916282135794,0.0153298679906451,0.001087188397578,0.5553235908141962
0.8561242135986762,0.021284159672954807,0.027593402163389326,0.003933548802923129,0.5908675058080469
0.4282904148783977,0.044166117336849,0.029859443835808,0.0011399852925285,0.3319415448851774
0.5221534752455675,0.020126417688729373,0.015596119729383934,0.0007571160303414164,0.13265849761108678
0.5069742489270386,0.0532630191166776,0.0233017101388468,0.0016992047406019,0.6033402922755741
0.23647260932281355,0.005789767137228521,0.002334483932336906,0.0002909378318833809,0.04969565485253802
0.8238555078683834,0.0185893210283454,0.1340683589349121,0.0273058632678843,0.9018789144050104
0.8226037195994277,0.0081740276862228,0.0510322214711389,0.0425283100733679,0.208768267223382
0.4089771101573676,0.0089650626235992,0.0089353006534424,0.0011238666143193,0.1524008350730688
0.7088698140200286,0.0181938035596572,0.0222760930203647,0.009541764070907,0.3465553235908142
0.6314377682403434,0.003955174686882,0.0034109539016184,0.0005636603083963,0.1294363256784968
0.5326414690359067,0.028192257622696688,0.020709348302959413,0.0009962671193810184,0.1587625020786664
0.21143671998629315,0.003589056479419853,0.002142030350004181,0.000601888158228599,0.06206122113540327
0.9699570815450644,0.0622280817402768,0.067379936753611,0.0057999280580627,0.8225469728601252
0.47133135905075507,0.0028011726077507085,0.01167942331501063,0.0023818152248078323,0.11852175652970093
0.4104077253218884,0.005273566249176,0.0030146927422049,0.0133655092852632,0.0146137787056367
0.7188841201716738,0.0119973632168754,0.0092694031996146,0.0269251006142696,0.2129436325678496
0.17483994474600376,0.0019282462980467145,0.008539237356946738,0.0367961312257668,0.036470378137814695
0.574928469241774,0.01977587343441,0.0641243793850959,0.0053795266141581,0.6054279749478079
0.6373534600922158,0.04391374838257645,0.0844932544443745,0.02870880862044075,0.7280639990698784
0.7566726254891094,0.0044467142855879795,0.0029021655254892254,0.0002973935981632504,0.09412171301635924
0.6832741590843728,0.0037488882041904737,0.002162882156393065,0.00034642564550612233,0.07594249543662515
0.6199183338001656,0.02114174399520388,0.06271731242352711,0.01015812790831,0.7069317532889745
0.8739270386266095,0.0122610415293342,0.0091994747597181,0.0041262171452406,0.2526096033402922
0.7421914200327178,0.004244641289336099,0.002705667070415039,0.0003002927105801095,0.0911885257438687
0.8093423902561968,0.006751527515900033,0.005280072224049935,0.000277180926977186,0.20504377124283238
0.234620886981402,0.011865524060646,0.0279169871720161,0.0037176579955305,0.0668058455114822
0.6430615164520743,0.0258404746209624,0.0141721638190251,0.0077386103034867,0.1899791231732776
0.4858726752503576,0.0050098879367172,0.0113128676099236,0.0042438177056443,0.8267223382045928
0.9212063056681676,0.021272035651481412,0.04576748661484506,0.008597412090909369,0.7086318335201139
0.7065450643776824,0.0036914963744232,0.0018103696106539,0.0005217188497908,0.0334029227557411
0.6827165839684318,0.0034191429676992922,0.0019215632131042997,0.00031150122775020015,0.07930024060221567
0.8512160228898427,0.0562953197099538,0.0226024257398817,0.0045476054469947,0.5553235908141962
0.6468168812589413,0.0104152933421226,0.009012998919994,0.0002065822431706,0.3736951983298538
0.5801144492131617,0.0999340804218853,0.3020753206995951,0.0500892859639372,0.8684759916492693
0.1405579399141631,0.0015820698747528,0.0078475249217189,0.0021607252615707,0.068893528183716
0.873211731044349,0.0330916282135794,0.0153298679906451,0.001087188397578,0.5553235908141962
0.7853863624874111,0.022136611583122096,0.030557060584271933,0.004481477322437557,0.6566316303304568
0.5864609200685102,0.013447559280838066,0.06508888378506436,0.03034693445635781,0.6709928156724194
0.6226752503576538,0.0027686222808174,0.0012120929582061,0.0009026459797138,0.0271398747390396
0.5108814290125901,0.04935852731010707,0.02715585080801363,0.0053977568378587235,0.6060129686323726
0.39944119168889486,0.0008684749272364624,0.009373484145845174,0.00031996971371029293,0.06137393981089179
0.3084763948497854,0.012524719841793,0.0103260996247173,0.0081659197523381,0.196242171189979
0.2194206008583691,0.0031641397495056,0.0032244780618944,0.0001977005225247,0.0876826722338204
0.9737124463519312,0.4179301252471984,0.0418172070581105,0.0056607811012774,0.6116910229645094
0.6484841601538489,0.02927023386950082,0.0625542655134957,0.006349411604611206,0.5256380156266722
0.5835121602288984,0.005273566249176,0.003115700488722,0.0001029621689688,0.1127348643006262
0.2440987124463519,0.0064601186552406,0.0023931066097915,0.0001962202357504,0.045929018789144
0.3710658082975679,0.0137112722478576,0.0176530461605401,0.0011238666143193,0.55741127348643
0.21999897896735127,0.0043416981907348886,0.0022078493585329273,0.0004955433350579463,0.05783220496033627
0.8043633762517882,0.0209624258404746,0.0054699579652377,0.0006195822532037,0.1837160751565761
0.455829756795422,0.0029004614370468,0.0007692128388615,0.0003133273672293,0.0313152400835073
0.3890868989178572,0.0007957735364267285,0.0010185266381020322,4.81453395833502e-05,0.04295423043997468
