ssf1_Branch-Protection,ssf13_SAST,ssf3_CII-Best-Practices,ssf17_Vulnerabilities,ssf7_Dependency-Update-Tool
0.6000000000000001,0.0,0.0,1.0,0.0
0.3,0.0,0.0,1.0,1.0
0.3,0.0,0.0,0.9,1.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0
0.6000000000000001,1.0,0.0,0.2,1.0
0.0,0.0,0.10593987311079232,1.0,0.0
0.3,0.0,0.0,0.15803510810624113,1.0
0.3,0.9983423140894843,0.0,1.0,1.0
0.7000000000000001,0.0,0.5,1.0,1.0
0.8,1.0,0.0,0.0,1.0
0.3,0.3,0.0,0.4,1.0
0.3,1.0,0.0,1.0,1.0
0.8,0.0,0.0,1.0,1.0
0.6000000000000001,0.820306122473477,0.0,0.15938775505304614,1.0
0.8,0.0,0.0,1.0,0.0
0.6000000000000001,0.0,0.0,1.0,1.0
0.3,0.0,0.0,0.9,1.0
0.3571496861580854,1.0,0.0,1.0,1.0
0.6000000000000001,0.0,0.0,0.7000000000000001,1.0
0.0,1.0,0.0,0.9,1.0
0.3,0.0,0.0,1.0,1.0
0.3,1.0,0.0,1.0,1.0
0.6877513148304598,0.8877513148304598,0.0,0.11224868516954023,1.0
0.3,0.0,0.0,1.0,1.0
0.3,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
0.5,0.0,0.0,1.0,0.0
0.3,0.0,0.0,0.2,1.0
0.3,0.7000000000000001,0.0,0.8238450602706812,1.0
0.3,0.7000000000000001,0.0,1.0,1.0
0.8,0.0,0.0,1.0,1.0
0.6000000000000001,0.0,0.0,1.0,1.0
0.6000000000000001,0.8,0.5,1.0,1.0
0.1,1.0,0.0,0.8,1.0
0.3,0.9,0.0,1.0,1.0
0.0,0.7000000000000001,0.0,0.6000000000000001,1.0
0.1,0.0,0.0,1.0,1.0
0.8,0.9,0.0,1.0,1.0
0.8,0.9,0.0,1.0,0.0
0.6000000000000001,0.0,0.0,1.0,0.0
0.8,1.0,0.0,0.7000000000000001,1.0
0.6000000000000001,0.8,0.0,1.0,0.0
0.3,0.9122087954700674,0.0,1.0,1.0
0.8,0.7000000000000001,0.0,1.0,1.0
0.04521526318962884,0.0,0.0,0.16985649120691412,1.0
0.3,0.0,0.0,1.0,1.0
0.6170080648912439,0.9744879026631342,0.0,0.7255120973368658,1.0
0.2667327537564506,0.9110890820811831,0.17782183583763375,0.0,1.0
0.3,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0
0.6000000000000001,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.9,0.0
0.8,0.0,0.0,0.1,0.0
0.3,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.7000000000000001,1.0
0.3,0.0,0.0,1.0,0.0
0.3,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.7000000000000001,1.0
0.6000000000000001,0.0,0.0,0.0,1.0
0.3,0.0,0.0,0.934866598729173,0.0
0.7260691087877191,1.0,0.0,1.0,1.0
0.8,0.8,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
0.3,0.0,0.0,1.0,1.0
0.5,0.0,0.0,1.0,1.0
0.1,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0
0.1,0.0,0.0,1.0,1.0
0.3,0.0,0.0,1.0,1.0
0.3,1.0,0.5,0.0,1.0
0.3,0.7000000000000001,0.0,0.7000000000000001,1.0
0.16195232739050194,1.0,0.0,1.0,1.0
0.4,0.9,0.0,1.0,1.0
0.8,0.7000000000000001,0.0,1.0,1.0
0.8,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0
0.3,0.0,0.0,1.0,0.0
0.3,0.0,0.0,1.0,1.0
0.3,0.0,0.0,0.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.6000000000000001,1.0
0.3,0.9086548259278383,0.0,1.0,1.0
0.0,1.0,0.0,0.0,1.0
0.2,0.0,0.0,1.0,1.0
0.1,0.8,0.0,0.0,1.0
0.6000000000000001,0.9,0.0,0.0,1.0
0.028623034947123392,1.0,0.0,0.7286230349471234,1.0
0.0,0.0,0.0,1.0,1.0
0.3,0.0,0.0,1.0,1.0
0.1,0.7000000000000001,0.0,0.0,1.0
0.6000000000000001,1.0,0.0,1.0,1.0
0.3,0.1,0.0,0.9,1.0
0.3,1.0,0.0,1.0,1.0
0.2,0.0,0.0,1.0,1.0
0.3,0.0,0.0,0.1,1.0
0.3,0.9706511825281962,0.0,1.0,1.0
0.0,1.0,0.0,0.7000000000000001,1.0
0.1,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.8815355445473291,1.0
0.0,1.0,0.0,0.0,1.0
0.1,0.0,0.0,1.0,0.0
0.3,0.0,0.0,0.9,0.0
0.8,0.9,0.0,0.4,1.0
0.1,0.0,0.0,0.8,1.0
0.5495126873481209,0.0,0.0,0.0,1.0
0.3358596482954227,0.0,0.0,0.0,1.0
0.1,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0
0.6000000000000001,0.0,0.0,1.0,0.0
0.3,0.0,0.0,0.0,1.0
0.6797648884889107,0.0,0.0,0.819647332733366,1.0
0.3,0.0,0.0,1.0,1.0
0.6000000000000001,1.0,0.0,0.7000000000000001,1.0
0.3,0.0,0.0,0.2,1.0
0.3,0.0,0.0,1.0,0.0
0.3,0.0,0.5,1.0,0.0
0.6000000000000001,0.0,0.0,1.0,1.0
0.8,1.0,0.0,1.0,0.0
0.8,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
0.4,0.9,0.0,1.0,1.0
0.7506247874322798,0.0,0.0,0.9246876062838602,0.0
0.8,0.7000000000000001,0.2,0.0,1.0
0.1,1.0,0.0,0.2,1.0
0.8,0.0,0.0,1.0,1.0
0.3,0.0,0.0,1.0,1.0
0.3,1.0,0.0,0.1,0.0
0.3,0.0,0.0,1.0,1.0
0.0,0.0,0.08174044245845458,1.0,0.0
0.1,0.7000000000000001,0.0,1.0,1.0
0.6000000000000001,0.7000000000000001,0.0,0.8,1.0
0.8,0.9953229911665306,0.0,1.0,1.0
0.0,0.9,0.0,0.8,1.0
0.3,0.0,0.0,1.0,1.0
0.8,1.0,0.0,0.0,1.0
0.5267623433256678,0.0,0.0,1.0,0.0
0.3,0.0,0.0,0.4,0.0
0.6705137712668339,0.9647431143665831,0.0,0.5942293430997494,1.0
0.3,0.0,0.0,0.0,1.0
0.0,0.7000000000000001,0.0,1.0,0.0
0.01480869299533999,0.9555739210139801,0.0,0.0,1.0
0.8,1.0,0.0,1.0,1.0
0.676585374950758,0.885121937573863,0.12341462504924204,0.0,1.0
0.8,0.7000000000000001,0.0,0.0,1.0
0.6000000000000001,0.0,0.0,1.0,0.0
0.7971840354569831,0.0,0.0,0.9014079822715084,0.0
0.0,0.0,0.0,1.0,0.0
0.3,0.0,0.0,1.0,1.0
0.4343349493719275,0.9104433670853816,0.0,0.5030048481157825,0.0
0.3,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
0.3,0.0,0.2,1.0,1.0
0.5683517220509189,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0
0.3,0.0,0.0,0.0,1.0
0.8,0.0,0.0,1.0,1.0
0.8,0.7000000000000001,0.0,0.0,1.0
0.2,0.0,0.0,0.0,1.0
0.3,0.0,0.2,0.5,0.0
0.1,0.0,0.0,0.0,1.0
0.03192945484452332,0.0,0.0,1.0,0.0
0.7813656883091509,0.0,0.0,0.9720485324637262,1.0
0.027472179299006416,0.0,0.0,1.0,1.0
0.3,0.7000000000000001,0.0,0.5,1.0
0.3,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0
0.745573550123073,0.7816396748153907,0.0,0.9183603251846094,1.0
0.3,0.0,0.0,1.0,0.0
0.3,1.0,0.0,1.0,1.0
0.2,0.9,0.0,1.0,1.0
0.3,0.0,0.0,0.0,1.0
0.8,1.0,0.0,1.0,0.0
0.3,1.0,0.0,1.0,1.0
0.3,0.0,0.0,1.0,1.0
0.8,0.0,1.0,1.0,1.0
0.6000000000000001,0.0,0.0,1.0,1.0
0.6000000000000001,0.9,0.0,1.0,1.0
0.3,0.0,0.0,0.4,1.0
0.3,0.0,0.0,1.0,1.0
0.6000000000000001,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.7000000000000001,0.0
0.8,0.0,0.0,1.0,1.0
0.3,0.0,0.0,0.9634351344701364,0.0
0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0
0.8,0.9,0.0,0.6000000000000001,1.0
0.3,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0
0.3,0.0,0.0,1.0,1.0
0.8,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0
0.0940523264489604,0.0,0.0,1.0,1.0
0.6648690042010549,0.0,0.0,0.0,1.0
0.3,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.859280374995141,1.0
0.8,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0
0.7515680123445149,1.0,0.37892003086128706,1.0,1.0
0.030521506696029543,0.0,0.0,1.0,0.0
0.3,0.0,0.0,0.0,1.0
0.8,1.0,1.0,1.0,1.0
0.6000000000000001,1.0,0.0,1.0,0.0
0.3,0.9,0.2,0.0,1.0
0.3,0.7000000000000001,0.0,0.6000000000000001,1.0
0.3,0.0,0.0,1.0,1.0
0.8,1.0,0.0,1.0,0.0
0.3,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.4,1.0
0.3,0.9,0.0,1.0,1.0
0.3,0.0,0.0,0.9803139756379896,1.0
0.0,0.7000000000000001,0.0,0.2,1.0
0.06740410947981153,0.0,0.0,1.0,1.0
0.3,0.0,0.0,1.0,0.0
0.0,0.9,0.0,0.0,1.0
0.1,0.0,0.0,0.0,1.0
0.3,0.0,0.0,1.0,1.0
0.8,1.0,0.5,1.0,1.0
0.3,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0
0.6000000000000001,0.0,0.0,1.0,0.0
0.3,1.0,0.0,1.0,1.0
0.3,0.0,0.0,0.9253915413934345,1.0
0.8,0.0,0.0,0.0,1.0
0.8,0.0,0.0,1.0,1.0
0.6436880874433668,0.9563119125566333,0.0,0.7655321311650501,1.0
0.3,0.0,0.0,0.2,1.0
0.1,0.0,0.0,0.0,1.0
0.1,1.0,0.0,1.0,0.0
0.8,0.8,0.0,0.0,1.0
0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0
0.6000000000000001,0.8,0.0,1.0,0.0
0.6000000000000001,0.0,0.0,1.0,1.0
0.6969659942717967,0.9484829971358983,0.0,0.0,1.0
0.8,0.0,0.0,1.0,1.0
0.8,0.0,0.0,1.0,0.0
