num_sonarQube_BUG_HIGH,num_sonarQube_BUG_MEDIUM,num_sonarQube_BUG_LOW,num_sonarQube_VULNERABILITY_LOW,num_sonarQube_CODE_SMELL_MEDIUM
0.0,0.1322314049586777,0.0005109862033725,0.0,0.0066502198863026
0.0,0.0351239669421487,0.0076647930505876,0.0,0.1061889949587042
0.0,0.0,0.0,0.0,0.0004290464442775
0.0005406437760271648,5.92027275401611e-05,2.928372011184408e-05,0.0,0.001375960021368941
0.0,0.0051652892561983,0.0005109862033725,0.0,0.0129786549393971
0.0188679245283018,0.1012396694214876,0.0025549310168625,0.0,0.0246701705459616
0.0,0.0041322314049586,0.0005109862033725,0.0,0.02316850799099
0.3018867924528302,0.0650826446280991,0.0091977516607051,0.0,0.0604955486431406
0.0094339622641509,0.0010330578512396,0.0005109862033725,0.0,0.0010726161106939
0.093166097512792,0.05000236067770457,0.0005745496492815653,0.0,0.04965242531076786
0.0188679245283018,0.0206611570247933,0.0015329586101175,0.0,0.0305695591547785
0.0,0.0020661157024793,0.0,0.0,0.0048267724981229
0.0965015676320881,0.016916319229347145,0.0022781463147688377,0.0,0.062031840580358336
0.1037735849056603,0.0940082644628099,0.0015329586101175,0.0,0.0376488254853587
0.0188679245283018,0.0103305785123966,0.0,0.0,0.0233830312131288
0.0377358490566037,0.44541576959729634,0.007732152492517395,0.0,0.20686991820362935
0.0,0.0,0.0,0.0,0.0
0.0377358490566037,0.3357438016528926,0.0143076136944302,0.0,0.3759519467982409
0.0,0.0082644628099173,0.0,0.0,0.0138367478279523
0.0,0.0351239669421487,0.0076647930505876,0.0,0.1061889949587042
0.0,0.0113636363636363,0.001021972406745,0.0,0.044191783760592
0.0094339622641509,0.027892561983471,0.0005109862033725,0.0,0.0166255497157567
0.14178023155491598,0.8820879507692492,0.027403766199128744,0.0,0.8006266713928933
0.0,0.0020661157024793,0.0015329586101175,0.0,0.0124423468840502
0.1509433962264151,0.1580578512396694,0.0459887583035258,0.0,0.0808752547463262
0.013806310203625702,0.038147662978479976,0.0035518248090373574,0.0,0.09316015046964495
0.0,0.0072314049586776,0.0005109862033725,0.0,0.0351818084307626
0.0,0.0196280991735537,0.0066428206438426,0.0,0.0093317601630376
0.9755116780962969,0.42250242385204895,0.007035673444001973,0.0,0.2879660433829062
0.0,0.0,0.0,0.0,0.0013944009439021
0.0,0.0023044944594718102,0.00028497069963831316,0.0,0.022551747245467997
0.0471698113207547,0.0547520661157024,0.0081757792539601,0.0,0.0419392899281347
0.005737292698887071,0.3764784648443542,0.001177351309678577,0.0,0.09734812231746377
0.0094339622641509,0.0010330578512396,0.0005109862033725,0.0,0.0010726161106939
0.0283018867924528,0.0020661157024793,0.0,0.0,0.0084736672744824
0.0,0.0023736639911590925,0.0008698483681951586,0.0,0.012015342812020532
0.0,0.006198347107438,0.0,0.0,0.0139440094390217
0.009275697677450212,0.0010330578512396,0.0005024138752221307,0.0,0.0010762149621773866
0.0,0.0010330578512396,0.0,0.0,0.0024670170545961
0.1981132075471698,0.2169421487603305,0.0204394481349003,0.0,0.13547141478065
0.0094339622641509,0.0010330578512396,0.0005109862033725,0.0,0.0010726161106939
0.0283018867924528,0.0,0.0,0.0,0.0042904644427759
0.0,0.0,0.0,0.0,0.0009653544996245
0.0,0.0251221139313225,0.004638076264647447,0.0,0.01118812195641534
0.0,0.0,0.0,0.0,0.0009653544996245
0.0,0.028432567495429405,0.006279904388708229,0.0,0.01154098318434422
0.0,0.0010330578512396,0.0005109862033725,0.0,0.0156601952161321
0.15840152040241526,0.07978680054884607,0.02971950467525076,0.0,0.11570578707366595
0.0094339622641509,0.1590909090909091,0.0097087378640776,0.0,0.0275662340448353
0.0188679245283018,0.0392561983471074,0.00204394481349,0.0,0.0883835675211841
0.0,0.012396694214876,0.0005109862033725,0.0,0.0184489971039365
0.0849056603773584,0.009297520661157,0.001021972406745,0.0,0.0442990453716614
0.7547169811320754,0.0743801652892562,0.0137966274910577,0.0,0.217633808859809
0.1226415094339622,0.2159090909090909,0.0178845171180378,0.0,0.2606457148986378
0.019666879167670164,0.010505556181349181,0.00017310003428317784,0.0,0.022438305701555618
0.0471698113207547,0.1642561983471074,0.00408788962698,0.0,0.1785905824305481
0.0,0.0082644628099173,0.0,0.0,0.0045049876649147
0.0471698113207547,0.0134297520661157,0.001021972406745,0.0,0.0056848653866781
0.014234299725258304,0.0880472417797645,0.002805909161534245,0.0,0.023247727750047114
0.0094339622641509,0.1590909090909091,0.0097087378640776,0.0,0.0275662340448353
0.0,0.0,0.0,0.0,0.0004290464442775
1.0,0.3016528925619834,0.0056208482370975,0.0,0.2713718760055776
0.0,0.0,0.0,0.0,0.0005363080553469
0.0,0.0,0.0,0.0,0.001120118789245346
0.024801663900162703,0.0062312096976631995,0.0003213982490634855,0.0,0.02247037840605748
