ssf7_Dependency-Update-Tool,ssf8_Fuzzing,ssf9_License,ssf10_Maintained,ssf13_SAST
1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.9,1.0,0.0
1.0,0.0,0.9,1.0,0.0
1.0,0.0,1.0,0.7000000000000001,0.8
1.0,0.0,0.9104701286851786,1.0,0.731410386055536
1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.9847753391850356,1.0,0.0
0.0,0.0,1.0,1.0,0.0
1.0,0.9038945278664078,1.0,0.0,0.7000000000000001
0.0,0.0,0.9,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,0.0,1.0,0.24913277147243945,0.9491327714724395
1.0,0.0,1.0,0.0,0.7000000000000001
1.0,0.758008842725376,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.9,1.0,0.9
1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.9,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,0.09565110761654763,0.7956511076165477
1.0,1.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.9,0.0,0.3
1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.9,1.0,0.0
1.0,0.0,1.0,1.0,0.7000000000000001
1.0,1.0,0.9,0.0,0.0
1.0,0.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.9,1.0,0.0
0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.9
1.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.3,1.0
0.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,1.0,0.0
1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.9
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.7014242828313528
1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.9,0.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.9,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.9,1.0,0.1
1.0,0.0,0.9,1.0,0.9
0.0,0.0,1.0,0.4,0.0
1.0,0.0,1.0,0.6605168003984387,0.0
1.0,0.0,1.0,1.0,0.8712554329432094
0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.9848060726912072,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.9,1.0,0.9
1.0,1.0,0.9,1.0,0.0
1.0,1.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.9364730299213235,1.0,0.0
0.0,0.0,1.0,0.1877845581464606,0.0
0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,1.0,1.0
1.0,1.0,1.0,0.2,0.0
0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.5143139316071857,0.0
1.0,0.0,0.9,1.0,0.9
1.0,1.0,1.0,0.4652017003074753,0.3743588097847673
1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.9453115045062213,1.0,0.0
1.0,0.0,1.0,0.5638544984690217,1.0
1.0,0.0,1.0,1.0,0.8
1.0,0.0,1.0,1.0,0.0
0.0,0.9061600872254746,0.9093839912774525,1.0,1.0
0.0,0.0,1.0,1.0,1.0
0.0,0.0,1.0,0.0,0.9
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,0.9,1.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.9504597759114405,1.0,0.14862067226567852
0.344302100579329,1.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.9,1.0,0.7000000000000001
1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.9654930282329143,1.0,0.0
1.0,0.0,0.9,1.0,0.7123129453104182
1.0,0.0,0.9,1.0,0.700494435668997
1.0,0.4351052462019557,1.0,0.0,0.7000000000000001
0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.9610907033432903,1.0,0.0
0.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.7000000000000001
0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.1035259910331021,0.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.2,0.7000000000000001
1.0,1.0,0.9,1.0,0.0
0.0,0.4482509959694341,1.0,1.0,0.0
1.0,0.0,0.9269191196221082,1.0,0.8461617607557839
0.0,0.0,0.9,1.0,1.0
1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.9,1.0,0.0
1.0,0.0,1.0,0.6000000000000001,0.8
1.0,0.0,0.9,0.0,0.8
1.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
0.0,0.0,1.0,0.3,0.0
0.0,0.0,0.9459519112400856,1.0,0.0
1.0,0.0,1.0,1.0,0.7000000000000001
1.0,0.0,1.0,1.0,0.7000000000000001
0.0,0.17128655017061845,1.0,1.0,0.0
0.0,0.0,0.9,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.7000000000000001
1.0,0.0,1.0,1.0,0.8866016049098568
1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.9005334176276466,1.0,0.0
0.0,0.0,0.9,1.0,0.0
0.24171655855221663,1.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.7000000000000001
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,0.9612764098033738,1.0
1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.9004272910868559,1.0,0.0
1.0,0.0,0.9,1.0,0.0
1.0,0.0,1.0,0.9004413647978183,1.0
0.0,1.0,1.0,0.0,0.8
0.0,0.0,1.0,1.0,0.0
0.0,0.16891911575287188,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.3
0.0,0.0,1.0,0.8420972536523861,0.9407864701196448
1.0,0.3715202666343639,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0
1.0,0.0,0.9,1.0,0.0
1.0,0.0,0.9,1.0,1.0
1.0,0.0,1.0,1.0,0.8377407801679413
0.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.9,1.0,0.9
1.0,0.0,1.0,0.9456774694166259,0.0
1.0,0.0,0.9,1.0,0.3
1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,0.0,1.0,0.4696765126838933,1.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.9860276477094112,1.0,0.7279447045811778
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0
1.0,0.6234406985518485,1.0,0.11296779043444545,0.8129677904344454
1.0,0.0,1.0,0.5271198203599902,0.0
1.0,0.0,1.0,1.0,1.0
1.0,0.0,0.9,1.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.8
1.0,1.0,0.9,1.0,0.0
0.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,0.44103166070686334,0.0
1.0,0.0,1.0,1.0,0.9
1.0,0.0,1.0,1.0,1.0
1.0,1.0,0.9,1.0,0.0
0.26093499938330744,0.0,1.0,1.0,1.0
1.0,0.0,1.0,0.9132693792716301,1.0
0.0,0.0,0.9,0.6000000000000001,0.0
1.0,0.0,1.0,1.0,0.9
1.0,0.0,0.9,1.0,0.7157122724746694
1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.1587971135327388,0.41157979472917156
0.0,0.0,0.9883896301416193,0.29288295886704535,0.7348311095751421
0.0,0.0,0.9251036847168463,1.0,0.0
0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.9,1.0,0.9
1.0,0.0,0.9,1.0,0.0
1.0,1.0,1.0,0.0,0.0
0.0,0.0,0.9271586413180845,1.0,0.0
1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.9730289503395914,1.0,0.0
0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.9,0.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
0.9490817425944089,1.0,0.9949081742594409,1.0,1.0
0.0,1.0,1.0,0.5,0.0
0.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.9,1.0,0.0
1.0,1.0,1.0,0.4,1.0
1.0,0.0,1.0,0.9836851236674984,1.0
1.0,0.0,0.9344988652528498,1.0,0.7000000000000001
0.0,0.0,0.955051082626927,0.5505108262692696,1.0
0.0,0.0,1.0,0.5,1.0
1.0,0.0,0.9806001263704396,1.0,0.9806001263704396
1.0,0.0,1.0,1.0,1.0
1.0,1.0,1.0,0.0,0.7000000000000001
1.0,0.0,0.9,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.9,1.0,0.0
1.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.771303840442626
1.0,0.0,0.9,1.0,0.0
0.0,1.0,1.0,1.0,0.0
0.0,0.0,0.9,1.0,0.0
0.0,0.0,0.9,1.0,0.0
1.0,0.0,1.0,1.0,0.7000000000000001
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.9,1.0,0.0
0.0,0.0,1.0,1.0,0.6000000000000001
1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.9605285676520594,1.0,0.7000000000000001
1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,0.6000000000000001,0.0
1.0,0.0,1.0,1.0,0.9
0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.7000000000000001
