num_commits,num_issues,num_pull,num_forks,num_contributors
0.0110989991081161,0.0345834984421497,0.0240307508781231,0.0330152491958169,0.8997912317327765
0.14384773141862556,0.09220902081371807,0.11529003973677009,0.019035553118538245,0.6169810227005087
0.0699166992136265,0.0275595751458784,0.0249983431638942,0.0061642821572295,0.2505219206680584
0.0310352264976945,0.0407061218464216,0.0343561534892968,0.2181725191456143,0.8350730688935282
0.045421518590898435,0.08227327461035568,0.07354631741241159,0.021613257690881498,0.6004697558767357
0.13145016916727803,0.15291390082629652,0.14404774930812259,0.058090475794678166,0.888045920502714
0.03812114384121903,0.07629988873766852,0.06587100800262762,0.017580145187940665,0.611551730266724
0.0087964231376823,0.0118489856491301,0.0052886208496255,0.0069314526440463,0.1356993736951983
0.2483226171253359,0.3781574633069935,0.6451057061435482,0.380610775380557,0.707724425887265
0.2996205121628475,0.5346417721420634,0.6685002319570548,0.0750884937886108,0.7473903966597076
0.0031011909272677,0.0018725282238953,0.0016170720392338,0.0024764801679699,0.1189979123173277
0.0035617061213544,0.0064334164704785,0.0046789051627013,0.0089099449521527,0.2150313152400834
0.0117227348773222,0.0077542870018569,0.0054609318046258,0.0096501971762742,0.2045929018789143
0.0164911073933091,0.0153298679906451,0.01241964344887,0.0217634153891707,0.5553235908141962
0.4400484998280354,0.6118660792677715,0.8601762873616542,0.0563668420840119,0.707724425887265
0.0513445294875456,0.0674498651935075,0.0630658095301212,0.092046999286666,0.8058455114822546
0.00843348122089847,0.003337808669200649,0.0032822252622556345,0.0020008427913087773,0.08845740079292869
0.0217289502194662,0.02277408649338391,0.031751830815266176,0.005601524722657619,0.2350527453602227
0.0035490305768236677,0.002112115378756695,0.002036469629985628,0.0006560898192633052,0.06398332388520432
0.006277785287182522,0.0037418225006811833,0.0023004971185974147,0.0015434315841876508,0.045929018789144
0.0336992194558925,0.0311414652339106,0.0308834250115978,0.0107000094213919,0.4300626304801669
0.006138778786381134,0.004986153010498312,0.005405000666859259,0.002032239966717573,0.09887178928949197
0.021948591945316905,0.013589721163062361,0.010915502863935257,0.04462369643239936,0.37647525205587096
0.03487619059605196,0.03511750990278249,0.05321261987219053,0.00413390016187857,0.24229754624809322
0.0080094667933569,0.0176530461605401,0.020478494267347,0.0125169921533264,0.55741127348643
0.0368703620582114,0.0334180244438746,0.0386639273643051,0.0050740925180688,0.1941544885177452
0.0046284691658845,0.0032244780618944,0.0026907018357744,0.0015074227109382,0.0876826722338204
0.1060117635400211,0.0491907725538643,0.0382927960766121,0.0210904588217876,0.674321503131524
0.0366022139705153,0.0211106190220896,0.0245211743654317,0.0036608837265642,0.1649269311064718
0.1093542928603344,0.14599386765780245,0.16504581190710832,0.2036934948918221,0.7786814212437957
0.0233055664045421,0.0191448528783322,0.0106832792100205,0.0270259357461069,0.2839248434237996
