num_pull,num_stargazers,num_watchers,num_forks,num_subscribers
0.0001723109550003,1.073808207116127e-05,1.073808207116127e-05,0.0001345913134766,0.0088332234673698
0.0025051361919278,0.0036187336579813,0.0036187336579813,0.0022880523291026,0.007910349373764
0.03910495746010289,0.0937501768764968,0.0937501768764968,0.019023753031953645,0.015306840690948577
0.0024388627476969,0.0023462709325487,0.0023462709325487,0.0015881774990242,0.0025049439683586
0.021512359997349,0.0709304011210557,0.0709304011210557,0.0112787520693414,0.015161502966381
0.0343561534892968,0.3648746597370244,0.3648746597370244,0.2181725191456143,0.2793671720500988
0.0235403273908145,0.0134387097120583,0.0134387097120583,0.0159759889096757,0.0129202373104812
0.046386222781483716,0.1314696039762982,0.1314696039762982,0.03859052682542456,0.053593133989351914
0.08512143704406322,0.0812483681617841,0.0812483681617841,0.02698560645646189,0.028565827759116647
0.0537212538935648,0.0934642663473876,0.0934642663473876,0.0255319721665163,0.0185893210283454
0.004038523416562914,0.0001890588855306496,0.0001890588855306496,0.00044280599953568995,0.0016776546789554559
0.0006759891311551,5.369041035580635e-05,5.369041035580635e-05,0.0001211321821289,0.0010547132498352
0.003887993565243557,0.020199397769416635,0.020199397769416635,0.006675910993078961,0.007103458751214564
0.0360527536616077,0.1269026539169838,0.1269026539169838,0.0282507166987442,0.0539222148978246
0.004940370669278877,0.0014331691936644694,0.0014331691936644694,0.001509775785649535,0.004903204935078505
0.0187553847173437,0.0022120449066592,0.0022120449066592,0.0029475497651381,0.0311140408701384
0.007396116376168,0.0020831879218052,0.0020831879218052,0.0037012611206072,0.0035596572181938
0.011364091921857541,0.061375556085247404,0.061375556085247404,0.009792035512582984,0.016546921596030603
0.0073430976207833,0.0798537473221907,0.0798537473221907,0.0260972556831182,0.0609096901779828
0.0031678706342368,0.003865709545618,0.003865709545618,0.0009017618002934,0.0029004614370468
0.00048182260827876375,0.000445586050513539,0.000445586050513539,0.0002029432787789954,0.0007904903537452462
0.0142885545761813,0.0004563684880243,0.0004563684880243,0.0010228939824223,0.0258404746209624
0.1474319040360527,0.1115686727193655,0.1115686727193655,0.0913740427192829,0.1409360580092287
0.014838624905324525,0.0007105941820747986,0.0007105941820747986,0.000911280529403477,0.0021762135377688106
0.0249983431638942,0.0232586857661353,0.0232586857661353,0.0061642821572295,0.0154251812788398
0.0022400424150043,0.0044616731005675,0.0044616731005675,0.0033647828369157,0.0050098879367172
0.6451057061435482,0.2126140250089931,0.2126140250089931,0.380610775380557,0.2660514172709294
0.1229107296706209,0.0356826467224688,0.0356826467224688,0.0205117161738381,0.017139090309822
0.00233127198875729,0.004295379573144703,0.004295379573144703,0.0031760784201029743,0.004825042195586444
0.0090131884154019,0.003930138038045,0.003930138038045,0.0027725810576185,0.0036914963744232
0.0187288753396514,0.0258787777914986,0.0258787777914986,0.0138225278940497,0.0222808174027686
0.0382927960766121,0.0717089120712149,0.0717089120712149,0.0210904588217876,0.0094924192485168
0.028974749817748,0.0101743327624253,0.0101743327624253,0.0067161065424837,0.0100197758734344
0.0226655179269666,0.0039086618739027,0.0039086618739027,0.00806201967725,0.0030323005932762
0.0095566306580953,0.001637557515852,0.001637557515852,0.0012382400839849,0.0034278180619644
0.0403472728477699,0.3179116577988005,0.3179116577988005,0.2771100553170298,0.4179301252471984
0.0015773079726953,4.832136932022572e-05,4.832136932022572e-05,0.0002422643642579,0.020435069215557
0.0024388627476969,0.0029100202412847,0.0029100202412847,0.0011305670332036,0.0022412656558998
0.1332361322817946,0.0634674340815986,0.0634674340815986,0.0286679497705218,0.0321687541199736
0.0114785605407913,0.0723746731596269,0.0723746731596269,0.0480087215171132,0.0493078444297956
0.004747113741987826,0.020929890662670998,0.020929890662670998,0.007861016791207515,0.015114346855836106
0.0425077871296971,0.080567829779923,0.080567829779923,0.0300676994306787,0.0346736980883322
0.0020677314600039,0.0011704509457565,0.0011704509457565,0.0006594974360354,0.0027686222808174
0.0297435217708264,0.052004531470634,0.052004531470634,0.0135802635297917,0.0214897824653922
0.0512558817681754,0.4135128024783493,0.4135128024783493,0.0885207068735783,0.0897824653922214
0.0294651733050566,0.0203379274427794,0.0203379274427794,0.0154241645244215,0.0133157547791694
0.0056730068261647,0.0143460776470714,0.0143460776470714,0.002153461015626,0.0055372445616348
0.00029572893992325293,0.0005964892900267747,0.0005964892900267747,0.000327944834319684,0.0018358674072952129
0.07673184297997471,0.07051340108503867,0.07051340108503867,0.02513391273691116,0.024839816098679107
0.01579139204390182,0.0021286821710828946,0.0021286821710828946,0.0019382685677083466,0.002982764626790058
0.0163297766584929,0.0008214632784438,0.0008214632784438,0.00207270622754,0.001977587343441
0.004570995833566153,0.030183539638486932,0.030183539638486932,0.008463446190308614,0.012087195859050855
0.0352177082642984,0.0428234712997911,0.0428234712997911,0.0124496964965881,0.0127883981542518
0.0231957054808138,0.0357148609686823,0.0357148609686823,0.023311215494152,0.0294001318391562
0.0141029889323348,0.0163755751585209,0.0163755751585209,0.0053163568823268,0.0121292023731048
0.0017098548611571,0.0010308558788314,0.0010308558788314,0.0005114469912111,0.003295978905735
0.01241964344887,0.05543534869237,0.05543534869237,0.0217634153891707,0.0330916282135794
0.0010868844853867,0.002034866552485,0.002034866552485,0.0029744680278334,0.005273566249176
0.013161906024256,0.0251324810875529,0.0251324810875529,0.0182909595014737,0.0203032300593276
0.0054211677380873,7.516657449812888e-05,7.516657449812888e-05,0.0006460383046878,0.0209624258404746
0.01604314987545269,0.0013287146276186254,0.0013287146276186254,0.0014099438637940093,0.0027045273221485214
0.5089270329379018,1.0,1.0,1.0,1.0
0.020478494267347,0.0548179089732782,0.0548179089732782,0.0125169921533264,0.0137112722478576
0.0031546159453906,0.0200748444320359,0.0200748444320359,0.0093810145493209,0.0123928806855636
0.000225329710385,0.0006550230063408,0.0006550230063408,0.0003768556777345,0.0022412656558998
0.011232815573191201,0.007237465089389971,0.007237465089389971,0.005205907213050845,0.00659195781147
0.0100072900788653,0.0292397974797721,0.0292397974797721,0.006783402199222,0.0096242584047462
0.0009278282192325,4.832136932022572e-05,4.832136932022572e-05,0.0002422643642579,0.009228740936058
0.000371131287693,0.0002899282159213,0.0002899282159213,0.0004306922031252,0.0010547132498352
0.024833252227027258,0.00857768585485897,0.00857768585485897,0.003814218275859654,0.006665397689023146
0.0321028563854463,0.0417657702157817,0.0417657702157817,0.0270932314028452,0.0352010547132498
0.0123136059381006,0.0012724627254326,0.0012724627254326,0.0011305670332036,0.0018457481872116
0.0044018946481692595,0.015069330593391285,0.015069330593391285,0.006306134760664127,0.009850211512666079
0.0052621114719331,0.0009449512222621,0.0009449512222621,0.0015747183676765,0.0027686222808174
0.01461186408759495,0.0024267863009211315,0.0024267863009211315,0.002967723628215616,0.0039425002010695254
0.004731923918086,0.0142333277853242,0.0142333277853242,0.003391701099611,0.005932762030323
0.0427066074623898,0.0157151831111445,0.0157151831111445,0.021951843228038,0.0142386288727752
0.0328981377162171,0.063692933805093,0.063692933805093,0.0261107148144658,0.0304548450889914
0.0108953542315594,5.905945139138698e-05,5.905945139138698e-05,0.0001480504448242,0.0011865524060646
0.13207069928853063,0.06821474333228349,0.06821474333228349,0.027221265725620968,0.03000663176118614
0.0047186692292398,0.0012402484792191,0.0012402484792191,0.001076730507813,0.0027686222808174
0.1711445423818675,0.0300666297992515,0.0300666297992515,0.0136744774492254,0.016479894528675
0.0014580157730797,0.004595899126457,0.004595899126457,0.0020592470961924,0.0031641397495056
0.0644045331035853,0.052836732831149,0.052836732831149,0.0218172519145614,0.0183256427158866
0.0219497647292729,0.0146574820271351,0.0146574820271351,0.0061912004199248,0.0043506921555702
0.00022409090687925312,0.0006567434593435026,0.0006567434593435026,0.0003784729918964283,0.002249186870462564
0.1510371794022135,0.070017664145007,0.070017664145007,0.0696106273301121,0.0458800263678312
0.2486049439989396,0.0778242498107413,0.0778242498107413,0.0474434380005114,0.0462755438365194
0.0710451322155212,0.0487294164389298,0.0487294164389298,0.0090445362656294,0.007910349373764
0.0664475032016684,0.008621905278385397,0.008621905278385397,0.008579698094902437,0.017477371982045103
0.0073563523096295,0.0011060224533296,0.0011060224533296,0.0020861653588877,0.002636783124588
0.0454900921200874,0.095815906320972,0.095815906320972,0.0493950120459225,0.0576137112722478
0.0240307508781231,0.2086140894374855,0.2086140894374855,0.0330152491958169,0.0300593276203032
0.1094439658029027,0.0077851095015919,0.0077851095015919,0.0151549818974683,0.0146341463414634
0.0036185300550069,0.0010523320429738,0.0010523320429738,0.0024361027739269,0.005273566249176
0.0603751076943468,0.0238653874031559,0.0238653874031559,0.026783671381849,0.0258404746209624
0.0050174477447132645,0.0016486046397772452,0.0016486046397772452,0.001190431163071801,0.003475478579618817
0.0393929352508449,0.0095085716740133,0.0095085716740133,0.0057605082167996,0.0081740276862228
0.0197892504473457,0.0728256726066157,0.0728256726066157,0.0388565122007025,0.0610415293342122
0.0472794751143216,0.1330233606975458,0.1330233606975458,0.0627733886054994,0.0622280817402768
0.02405591192577125,0.011465324000694221,0.011465324000694221,0.013187353075701945,0.011455004228653627
0.0023571390597014272,0.017696967380446915,0.017696967380446915,0.002351810849933851,0.006562404755923056
0.02790356121496461,0.027857408237520302,0.027857408237520302,0.01570770004495864,0.02061922801077955
0.0934588110544104,0.0978561419144926,0.0978561419144926,0.0518445739511971,0.0442979564930784
0.081966995824773,0.0006120706780561,0.0006120706780561,0.0023688071171886,0.0023731048121292
0.0009685052351177033,0.004799972490700716,0.004799972490700716,0.0025677859061065057,0.0028135499736189748
0.0744913513155278,0.0510649492894074,0.0510649492894074,0.0407004131953323,0.0419248516809492
0.020639309192322666,0.05732416209757013,0.05732416209757013,0.012324387368750044,0.013936851583189955
0.0054609318046258,0.0746672536818198,0.0746672536818198,0.0096501971762742,0.0201713909030982
0.0019616939492345,0.0005261660214869,0.0005261660214869,0.0004306922031252,0.0002636783124588
0.022825408954128133,0.010750969110016306,0.010750969110016306,0.011867498144894316,0.01052189221091152
0.0189939691165749,0.0113662598723242,0.0113662598723242,0.0122074321323301,0.0294001318391562
0.0306580953012128,0.0956226208436911,0.0956226208436911,0.0322077013149571,0.0623599208965062
0.0021931561601742314,0.004416863641303435,0.004416863641303435,0.003244271451690121,0.005141051423289751
0.12773036337887128,0.0872044083227229,0.0872044083227229,0.02214565707341149,0.021634483208000856
0.002001458015773,0.0001181189027827,0.0001181189027827,0.0002018869702149,0.0010547132498352
0.0325535158062164,0.0294921424084444,0.0294921424084444,0.0050337151240258,0.005273566249176
0.0012326860626946,0.0171540861086801,0.0171540861086801,0.0023553479858409,0.0048780487804878
0.0003181125323083,0.0027328418871105,0.0027328418871105,0.0005787426479495,0.0003955174686882
0.1153793376800753,0.03805995096232123,0.03805995096232123,0.027408996875947906,0.018460683715243023
0.0004771687984624,0.0004456304059531,0.0004456304059531,0.0002018869702149,0.0007910349373764
0.0,1.073808207116127e-05,1.073808207116127e-05,0.0,0.0001318391562294
0.0019749486380807,0.0012509865612902,0.0012509865612902,0.001991951439454,0.0017139090309822
0.0258068791835111,0.1335012053497125,0.1335012053497125,0.0251012799633911,0.047462096242584
0.0003313672211544,1.073808207116127e-05,1.073808207116127e-05,1.3459131347662824e-05,0.0255767963085036
0.002328945180728315,0.006631708989867334,0.006631708989867334,0.0020801667335603323,0.0031549261821557126
0.0078467757969381,0.0637197790102709,0.0637197790102709,0.0055720803779324,0.0089650626235992
0.2248790509642786,0.3355274814365406,0.3355274814365406,0.1851034334244068,0.1996044825313118
0.0002385843992312,0.0012832008075037,0.0012832008075037,0.0006998748300784,0.0245220830586684
0.0131221419577175,0.0093152861967324,0.0093152861967324,0.0076313274741248,0.00659195781147
0.1264266619196792,0.3305631577387985,0.3305631577387985,0.18363012886740895,0.24166071866648836
0.0041089535423155,0.0021529854552678,0.0021529854552678,0.0016150957617195,0.0027686222808174
0.0002916031546159,0.0038979237918315,0.0038979237918315,0.0014535861855475,0.0029004614370468
0.0279806481542845,0.0002201306824588,0.0002201306824588,0.0003499374150392,0.0007910349373764
0.0039631519650076,0.0002845591748857,0.0002845591748857,0.0008479252749027,0.0047462096242584
0.0152694015507985,0.0014979624489269,0.0014979624489269,0.0012247809526373,0.0021094264996704
0.00469006023570168,0.0021194623312671577,0.0021194623312671577,0.0011181739021889985,0.0017139090309822
0.0020279673934654,0.0002362378055655,0.0002362378055655,0.0004172330717775,0.0023731048121292
0.0005169328650009,0.0045261015929944,0.0045261015929944,0.0012651583466803,0.002636783124588
0.0004771687984624,9.12736976048708e-05,9.12736976048708e-05,5.383652539065129e-05,0.0002636783124588
0.0070514944661674,0.0030066629799251,0.0030066629799251,0.0056797534287137,0.0040870138431114
0.0015773079726953,0.0026039849022566,0.0026039849022566,0.0015208818422858,0.0014502307185234
0.0813440254490025,0.1952720224640677,0.1952720224640677,0.0698663508257177,0.0321687541199736
0.0013917423288488,0.0036509479041948,0.0036509479041948,0.0011844035585943,0.0073829927488464
0.054622572735105,0.0257875040938937,0.0257875040938937,0.0310232977563628,0.0280817402768622
0.0226522632381204,0.0225338652263319,0.0225338652263319,0.0115479346962947,0.0073829927488464
0.0630658095301212,0.1522337895228533,0.1522337895228533,0.092046999286666,0.0826631509558338
0.1364040029160315,0.1518311114451847,0.1518311114451847,0.0454918639551003,0.03295978905735
0.0050632911392405,0.0144588275088186,0.0144588275088186,0.0076582457368201,0.0108108108108108
0.0913380608390218,0.0370839664327554,0.0370839664327554,0.0268644261699349,0.0508899143045484
0.0386639273643051,0.0120910804121275,0.0120910804121275,0.0050740925180688,0.0069874752801582
0.0112929948969447,0.000102011779676,0.000102011779676,0.0002018869702149,0.0015820698747528
0.015779110876912392,0.050175910323206105,0.050175910323206105,0.014774699115260088,0.01927376837385208
0.0146994499304128,0.0424744836324784,0.0424744836324784,0.0053298160136744,0.0051417270929466
0.00029841066344715066,0.0006433527094114199,0.0006433527094114199,0.00038113691806368114,0.002157391727035531
0.2072370601100139,0.5052911899405647,0.5052911899405647,0.2046460921412132,0.0907053394858272
0.054330969580489,0.0599560812443289,0.0599560812443289,0.0099866754599658,0.01977587343441
0.0036052753661607,0.0303511889741373,0.0303511889741373,0.0087618945073284,0.012524719841793
3.9764066538538006e-05,5.905945139138698e-05,5.905945139138698e-05,5.383652539065129e-05,0.0
0.13101348694879242,0.057486482996417836,0.057486482996417836,0.02691223958456481,0.0289334699008309
