num_commits,num_issues,num_pull,num_contributors,project_size(kB)
0.0268264673821168,0.0106602021708895,0.011385777718868,0.394572025052192,0.0027740574150607
0.011643286953841953,0.01092631443988195,0.00836697125764178,0.311414396036866,0.0017438688484161559
0.006015844054399,0.008733285160408,0.0141029889323348,0.1315240083507306,0.005049751616103
0.0040863436842381,0.0088653722135459,0.0083769633507853,0.104384133611691,0.0005131660817615
0.0589517741493584,0.0158038274166103,0.0241898071442772,0.674321503131524,0.0057639077465545
0.011115576893401211,0.004532619068163381,0.00429969546535486,0.0897703549060542,0.0020593703849193755
0.0031011909272677,0.0018725282238953,0.0016170720392338,0.1189979123173277,0.0006213914925945
0.2156318676514308,0.0594624833919955,0.081966995824773,0.1774530271398747,0.0145170079193697
0.0158440543990859,0.0282588595448435,0.028974749817748,0.4885177453027139,0.0084851682666647
0.0255556786186875,0.010590273730993,0.0055802240042415,0.2463465553235908,0.0017834166104294
0.0397500393478172,0.0243584065639495,0.0375902975677645,0.2004175365344467,0.0947733870096282
0.0085282750499863,0.0193313287180563,0.021512359997349,0.4446764091858037,0.0013534755406459
0.0218890449847563,0.0141721638190251,0.0142885545761813,0.1899791231732776,0.0077386103034867
0.0406011180609395,0.0297118171293598,0.0383855788985353,0.1565762004175365,0.0050237643593984
0.0448798288515683,0.0560670691436874,0.0921068327921002,0.9853862212943632,0.0046204684515525
0.006015068290234931,0.006992069156097245,0.004848125788961535,0.1356993736951983,0.0002838688014677788
0.0061965525482812,0.002835986729136,0.0030088143680827,0.1795407098121085,0.0003699072172697
0.0193066623141179,0.0371397714116998,0.0491483862416329,0.4217118997912317,0.0152981059072817
0.0015039610135997,0.0002408646263101,0.0002385843992312,0.0354906054279749,0.000508396268822
0.0224428290789113,0.0365337249325967,0.0425342965073894,0.9018789144050104,0.024737565714453
0.0004838324191038,0.0,0.0,0.0,0.0022062851989579
0.0170565500999726,0.0279402966519816,0.0325535158062164,0.4321503131524008,0.0199138045458948
0.0151561962610829,0.0416695803516623,0.0432102856385446,0.1231732776617954,0.0175863003077516
0.0009851527569703,0.0004739594259652,0.0004771687984624,0.0417536534446764,3.0428117027524943e-05
