num_sonarQube_BUG_HIGH,num_sonarQube_BUG_LOW,num_sonarQube_VULNERABILITY_LOW,num_sonarQube_VULNERABILITY_BLOCKER,num_sonarQube_CODE_SMELL_MEDIUM
0.0849056603773584,0.001021972406745,0.0,0.0,0.0442990453716614
0.0943396226415094,0.0005109862033725,0.0,0.0,0.0504129572026171
0.0,0.0,0.0,0.0,0.0061139118309557
0.0471698113207547,0.0081757792539601,0.0,0.0217391304347826,0.0419392899281347
0.0,0.0005109862033725,0.0,0.0,0.0129786549393971
0.0,0.0,0.0,0.0,0.0025742786656655
0.0,0.0,0.0,0.0,0.0004290464442775
0.0471698113207547,0.0081757792539601,0.0,0.0217391304347826,0.0419392899281347
0.0094339622641509,0.0035769034236075,0.0,0.0,0.0170545961600343
0.0,0.0,0.0,0.0,0.007293789552719
0.2169811320754716,0.0076647930505876,0.0,0.0869565217391304,0.0897779684650863
0.0,0.0,0.0,0.0,0.0008239998439234361
0.0,0.0015329586101175,0.0,0.0,0.0028960634988737
0.0,0.0,0.0,0.0,0.0035396331652901
0.0,0.0,0.0,0.0,0.0048267724981229
0.0,0.0,0.0,0.0,0.0008256577093485742
0.0,0.0076647930505876,0.0,0.0,0.1061889949587042
0.2075471698113207,0.0025549310168625,0.0,0.0,0.0492330794808538
0.1132075471698113,0.0015329586101175,0.0,0.0,0.1410490185562587
0.0,0.0,0.0,0.0,0.0139440094390217
0.0188679245283018,0.0035769034236075,0.0,0.0,0.0729378955271908
0.0283018867924528,0.0107307102708226,0.0,0.5,0.0260645714898637
0.009382340094285305,0.004071113081229097,0.0,0.0,0.053685830360344064
0.0,0.0,0.0,0.0,0.0009653544996245
0.0,0.0045988758303525,0.0,0.0,0.0066502198863026
0.2075471698113207,0.0025549310168625,0.0,0.0,0.0492330794808538
0.0,0.0132856412876852,0.0,0.0,0.0396867960956773
0.0,0.0,0.0,0.0,0.0010726161106939
0.0094339622641509,0.0005109862033725,0.0,0.0,0.0139440094390217
0.0,0.0015329586101175,0.0,0.0,0.0052558189424005
1.0,0.0056208482370975,0.0,0.0,0.2713718760055776
0.0,0.0,0.0,0.0,0.0217741070470878
0.0,0.0,0.0,0.011245904057020438,0.001128103784899944
0.0471698113207547,0.00408788962698,0.0,0.0,0.1785905824305481
0.0,0.0,0.0,0.0,0.0004290464442775
0.0,0.0,0.0,0.0217391304347826,0.0020379706103185
0.0188679245283018,0.0,0.0,0.0,0.0079373592191354
0.0,0.0,0.0,1.0,0.0040759412206371
0.0188679245283018,0.0,0.0,0.0,0.0547034216453931
0.0377358490566037,0.0143076136944302,0.0,0.0,0.3759519467982409
0.0,0.001021972406745,0.0,0.0,0.1039365011262469
0.0,0.0,0.0,0.0,0.0024670170545961
0.0188679245283018,0.0,0.0,0.0,0.007830097608066
0.0094339622641509,0.0005109862033725,0.0,0.0,0.0300332510994315
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0010726161106939
0.0188679245283018,0.0015329586101175,0.0,0.0217391304347826,0.0305695591547785
0.0,0.0076647930505876,0.0,0.0,0.1061889949587042
0.0,0.0,0.0,0.0,0.0144803174943687
0.0,0.0,0.0,0.0,0.0054703421645393
0.0094339622641509,0.0005109862033725,0.0,0.0,0.0166255497157567
0.0,0.0025549310168625,0.0,0.0,0.6305910114769924
0.0943396226415094,0.0439448134900357,0.0,0.0217391304347826,0.0366834709857342
0.0943396226415094,0.01795516651567239,0.0,0.008731013010529646,0.04489883035439246
0.0,0.0,0.0,0.0,0.0224176767135042
0.0,0.0,0.0,0.0,0.0139440094390217
0.13956837689222348,0.04444845164866589,0.0,0.0,0.06490288768594842
0.0,0.0076647930505876,1.0,0.0,0.0156601952161321
0.0566037735849056,0.031170158405723,0.0,0.1521739130434782,0.1079051807358146
0.0,0.0,0.0,0.0,0.0016315596316594603
0.0943396226415094,0.0439448134900357,0.0,0.0217391304347826,0.0366834709857342
0.2641509433962264,0.0183955033214103,0.0,0.1521739130434782,0.1173442025099217
0.0,0.0015329586101175,0.0,0.0,0.0124423468840502
0.0,0.0,0.0,0.0,0.0045049876649147
0.0,0.0035769034236075,0.0,0.0,0.018878043548214
0.0,0.0,0.0,0.0,0.0009653544996245
0.0377358490566037,0.0,0.0,0.0,0.0076155743859272
0.0283018867924528,0.00204394481349,0.0,0.0652173913043478,0.0122278236619114
0.0188679245283018,0.0015329586101175,0.0,0.0217391304347826,0.0305695591547785
0.0,0.0076647930505876,0.0,0.0,0.1061889949587042
0.0,0.0005109862033725,0.0,0.0,0.0316421752654724
0.0,0.0,0.0,0.0,0.0006392406090653827
0.0,0.001021972406745,0.0,0.0,0.0493403410919232
0.0,0.0020310630268731093,0.0,0.0,0.04339746178392516
0.2169811320754716,0.0076647930505876,0.0,0.0869565217391304,0.0897779684650863
0.0,0.0025549310168625,0.0,0.0,0.009439021774107
0.0,0.0005109862033725,0.0,0.0,0.0017161857771103
0.0,0.0,0.0,0.0,0.0056848653866781
0.0,0.0076647930505876,0.0,0.0,0.1061889949587042
0.0,0.0,0.0,1.0,0.0040759412206371
0.033974781078804354,0.000614539391265464,0.0,0.0,0.013762608295287736
0.0377358490566037,0.005109862033725,0.0,0.0217391304347826,0.0303550359326397
0.3490566037735849,0.0035769034236075,0.0,0.0,0.0424755979834817
0.0,0.0015329586101175,0.0,0.0,0.0064356966641638
0.0094339622641509,0.0,0.0,0.0,0.002920659245971893
0.0094339622641509,0.0005109862033725,0.0,0.0217391304347826,0.0010726161106939
0.0283018867924528,0.0,0.0,0.0,0.0031105867210125
0.0,0.0,0.0,0.0,0.009439021774107
0.0,0.0015329586101175,0.0,0.0,0.0028960634988737
0.0,0.0,0.0,0.0217391304347826,0.0011798777217633
0.0,0.0,0.0,0.0,0.0045049876649147
0.0188679245283018,0.0,0.0,0.0,0.0547034216453931
0.0377358490566037,0.001021972406745,0.0,0.0,0.0172691193821731
0.1037735849056603,0.003065917220235,0.0,0.0,0.0731524187493296
0.0377358490566037,0.005109862033725,0.0,0.0217391304347826,0.0303550359326397
0.0,0.0,0.0,0.0,0.0019307089992491
0.0,0.0,0.0,0.0,0.0008580928885551
0.008169264483724317,0.0021809483543435678,0.0,0.0058286071619660165,0.08427886775400077
0.0,0.0,0.0,0.0,0.0003217848332081
0.0283018867924528,0.0005109862033725,0.0,0.0217391304347826,0.1176659873431299
0.0,0.0005109862033725,0.0,0.0,0.0022524938324573
0.1226415094339622,0.0061318344404701,0.0,0.0,0.0662876756408881
0.0188679245283018,0.0005109862033725,0.0,0.0,0.006757481497372
0.0,0.0,0.0,0.0,0.0224176767135042
0.0,0.0045988758303525,0.0,0.0,0.0066502198863026
0.0377358490566037,0.0,0.0,0.0,0.0190925667703528
0.0283018867924528,0.0,0.0,0.0,0.0042904644427759
0.0,0.0,0.0,0.0,0.0010726161106939
0.10179032146794977,0.032068825055037026,0.0,0.061918736379532754,0.6669914773293855
0.0566037735849056,0.0,0.0,0.0,0.0020379706103185
0.0,0.0,0.0,0.0,0.0224176767135042
0.160377358490566,0.0,0.0,0.0,0.0663949372519575
0.0,0.0,0.0,0.0,0.0042904644427759
0.0,0.0009855083886095401,0.0,0.0,0.0041602402391425946
0.0,0.0,0.0,0.0,0.0011200431734914118
0.0,0.0005109862033725,0.0,0.0,0.0026815402767349
0.0,0.0076647930505876,0.0,0.0,0.1061889949587042
0.0,0.0,0.0,0.0,0.0011798777217633
0.0,0.0,0.0,0.0,0.0016089241660409
0.0,0.0,0.0,0.0,0.0007419644466456548
0.0,0.0066428206438426,0.0,0.3260869565217391,0.0093317601630376
0.0471698113207547,0.0081757792539601,0.0,0.0217391304347826,0.0419392899281347
0.0,0.0,0.0,0.0,0.0
0.0,0.0076647930505876,0.0,0.0,0.1061889949587042
0.0283018867924528,0.0005109862033725,0.0,0.0,0.0286388501555293
0.1792452830188679,0.0439448134900357,0.0,0.0434782608695652,0.108548750402231
0.0,0.0076647930505876,0.0,0.0,0.1061889949587042
0.0283018867924528,0.0,0.0,0.0,0.0042904644427759
0.2169811320754716,0.0076647930505876,0.0,0.0869565217391304,0.0897779684650863
1.0,0.0056208482370975,0.0,0.0,0.2713718760055776
0.0,0.0,0.0,0.0,0.0003217848332081
0.0,0.0,0.0,0.0,0.0018234473881797
0.1981132075471698,0.0204394481349003,0.0,0.0,0.13547141478065
0.0283018867924528,0.0,0.0,0.0,0.0084736672744824
0.0283018867924528,0.0137966274910577,0.0,0.1956521739130434,0.1068325646251206
0.0,0.0,0.0,0.0,0.0003217848332081
0.0188679245283018,0.0005109862033725,0.0,0.0,0.006757481497372
0.0,0.001021972406745,0.0,0.0,0.0084736672744824
0.1509433962264151,0.0459887583035258,0.0,0.0,0.0808752547463262
0.3018867924528302,0.0091977516607051,0.0,0.0869565217391304,0.0604955486431406
0.0,0.0066428206438426,0.0,0.3260869565217391,0.0093317601630376
0.0,0.0,0.0,0.0,0.0032416263737020186
0.0094339622641509,0.0,0.0,0.0,0.0066502198863026
0.0094339622641509,0.0,0.0,0.0,0.0027888018878043
0.1320754716981132,0.0117526826775677,0.0,0.0,0.1247452536737101
0.06840263808799514,0.00015977000987831734,0.0,0.0,0.03544695823172473
0.0094339622641509,0.0005109862033725,0.0,0.0,0.034216453931138
0.0,0.0,0.0,0.0,0.0012092452626827064
0.0377358490566037,0.00028168229669547754,0.0,0.0,0.01858997702838339
0.0,0.0,0.0,0.0,0.0070792663305802
0.7547169811320754,0.0137966274910577,0.0,0.0217391304347826,0.217633808859809
0.0188679245283018,1.0,0.0,0.0,0.1024348385712753
0.1509433962264151,0.0086867654573326,0.0,0.2608695652173913,0.159176230826987
0.1698113207547169,0.0342360756259581,0.0,0.0434782608695652,1.0
0.2169811320754716,0.0076647930505876,0.0,0.0869565217391304,0.0897779684650863
0.0188679245283018,0.00204394481349,0.0,0.0217391304347826,0.0883835675211841
0.0094339622641509,0.00408788962698,0.0,0.0,0.0537380671457685
0.0849056603773584,0.001021972406745,0.0,0.0,0.0442990453716614
0.2169811320754716,0.0076647930505876,0.0,0.0869565217391304,0.0897779684650863
0.7547169811320754,0.0137966274910577,0.0,0.0217391304347826,0.217633808859809
0.19124986894152615,0.022597528426517716,0.0,0.05307436158759973,0.08630907198706032
0.0,0.0,0.0,0.0217391304347826,0.0020379706103185
0.0188679245283018,0.0015329586101175,0.0,0.0217391304347826,0.0305695591547785
0.0094339622641509,0.0005109862033725,0.0,0.0217391304347826,0.0010726161106939
0.0,0.0015329586101175,0.0,0.0,0.0052558189424005
0.0471698113207547,0.00408788962698,0.0,0.0,0.1785905824305481
0.1320754716981132,0.0117526826775677,0.0,0.0,0.1247452536737101
0.0943396226415094,0.0137966274910577,0.0,0.0,0.3004397726053845
0.0,0.0,0.0,0.0217391304347826,0.0096535449962458
0.2075471698113207,0.0025549310168625,0.0,0.0,0.0492330794808538
0.0,0.003065917220235,0.0,0.0434782608695652,0.0840931030784082
0.3018867924528302,0.0091977516607051,0.0,0.0869565217391304,0.0604955486431406
0.0,0.0,0.0,0.0,0.0139440094390217
0.0,0.0025549310168625,0.0,0.0,0.6305910114769924
0.1226415094339622,0.0178845171180378,0.0,0.0,0.2606457148986378
0.0,0.00204394481349,0.0,0.0,0.0091172369408988
0.0,0.0,0.0,0.0217391304347826,0.0096535449962458
0.0452250512949147,0.0,0.0,0.0,0.012323124824386196
0.0,0.003065917220235,0.0,0.0434782608695652,0.0840931030784082
0.0,0.0,0.0,0.0,0.0019307089992491
0.8410769132680452,0.0137966274910577,0.0,0.003647919354915407,0.3421552091596136
0.0094339622641509,0.0107307102708226,0.0,0.0,0.0134077013836747
0.0,0.001021972406745,0.0,0.0,0.0041832028317065
0.0,0.0005109862033725,0.0,0.0,0.02316850799099
0.0,0.0,0.0,0.0,0.0003217848332081
0.0094339622641509,0.0015329586101175,0.0,0.0,0.0371125174300118
0.8584905660377358,0.0137966274910577,0.0,0.0,0.3672637563016196
0.0,0.0,0.0,0.0,0.0004290464442775
0.0943396226415094,0.0005109862033725,0.0,0.0,0.0504129572026171
0.0,0.0,0.0,0.0,0.0038819997596771846
0.0,0.001021972406745,0.0,0.0,0.0179126890485895
0.0471698113207547,0.0061318344404701,0.0,0.0,0.0653223211412635
0.0094339622641509,0.011640917422643556,0.0,0.0,0.04916820201519605
0.0,0.0,0.0,0.0,0.0020379706103185
0.0471698113207547,0.001021972406745,0.0,0.0,0.02316850799099
0.0471698113207547,0.0081757792539601,0.0,0.0217391304347826,0.0419392899281347
0.0188679245283018,0.00204394481349,0.0,0.0217391304347826,0.0735814651936072
0.0471698113207547,0.00204394481349,0.0,0.0217391304347826,0.045264399871286
0.03381966554036599,0.01985766054337705,0.0,0.10842182150867384,0.09832036128384802
0.0471698113207547,0.0071538068472151,0.0,0.0,0.0334656226536522
0.0,0.0,0.0,0.0,0.0010726161106939
0.0,0.001021972406745,0.0,0.0,0.011584253995495
0.0,0.0,0.0,0.0,0.0031105867210125
0.0471698113207547,0.001021972406745,0.0,0.0,0.0056848653866781
0.0566037735849056,0.0,0.0,0.0,0.0286388501555293
