num_sonarQube_BUG_MEDIUM,num_sonarQube_BUG_BLOCKER,num_sonarQube_VULNERABILITY_HIGH,num_sonarQube_VULNERABILITY_MEDIUM,num_sonarQube_VULNERABILITY_BLOCKER
0.0547520661157024,0.0,0.0168067226890756,0.0,0.0217391304347826
0.002214732787028075,0.00028043145778403164,0.0084033613445378,0.0,0.0
0.06651959640997433,0.0005704776334641425,0.005944075412041093,0.0,0.015377064652888938
0.0020661157024793,0.0019493177387914,0.0588235294117647,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.09841834808075715,0.007958892746711065,0.9790978204043305,0.0,0.0
0.0020636633550226834,0.0009723451536666504,0.0084033613445378,0.0,0.0
0.0,0.0,0.0,0.0,0.030640532173704244
0.0547520661157024,0.0,0.0168067226890756,0.0,0.0217391304347826
0.0134297520661157,0.0,0.0084033613445378,0.0,0.0
0.1735537190082644,0.0682261208576998,0.0504201680672268,0.0,0.0869565217391304
0.0020661157024793,0.0,0.0,0.0,0.0
0.006198347107438,0.0019493177387914,0.0,0.0,0.0
0.011376241732333972,0.0,0.020422811520887516,0.031093795021426486,0.0
0.0,0.0,0.0,0.0,0.0
0.1017027869261045,0.019426812649870902,0.0,0.0,0.0
0.011436992091045943,0.004376487503054785,0.058226820637541796,0.01907458598840074,0.0
0.1590909090909091,0.0019493177387914,0.0084033613445378,0.0,0.0
0.012396694214876,0.0,0.0,0.0,0.0652173913043478
0.0,0.0,0.0,0.0,0.0
0.006198347107438,0.0038986354775828,0.0,0.0,0.0
0.0,0.0019493177387914,0.0,0.0,0.0
0.0010330578512396,9.974455631222732e-05,0.0,0.0,0.0
0.003331827111928704,0.0031434782108644924,0.04892485347734139,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0557851239669421,0.0058479532163742,0.0,0.0,0.0
0.002501578474217741,0.0013855048372736663,0.0084033613445378,0.0,0.0
0.1642561983471074,0.0097465886939571,0.0084033613445378,0.0,0.0
0.01382800384043714,0.0017983762544770661,0.038777246071065544,0.0334503584940571,0.0
0.01647188646359603,0.0033784189543098917,0.04851265779577779,0.0,0.0
0.146694214876033,0.0019493177387914,0.0,0.0,0.0
0.137396694214876,0.0038986354775828,0.5294117647058824,1.0,0.1521739130434782
0.0227272727272727,0.0,0.2352941176470588,0.0,1.0
0.06198594825379962,0.0,0.0070030809885245,0.0,0.04709638122954521
0.0,0.0,0.0,0.0,0.0
0.0041322314049586,0.0,0.0840336134453781,0.3043478260869565,0.0
0.0,0.0,0.0,0.0,0.0
0.0201300624584289,0.0,0.0022742647595423828,0.0,0.13272907511524323
0.0082644628099173,0.0077972709551656,0.0840336134453781,0.0,0.0
0.0,0.0,0.0,0.0,0.0
1.4426602424544547e-05,0.0,0.0,0.0,0.0
0.0795454545454545,0.0019493177387914,0.0840336134453781,0.0,0.0
0.0,0.0019493177387914,0.0,0.0,0.0
0.057192046383993896,0.005405490285995345,0.000635808076426765,0.0,0.001644807849886635
0.0010330578512396,0.0,0.0,0.0,0.0
