num_sonarQube_BUG_HIGH,num_sonarQube_BUG_LOW,num_sonarQube_BUG_BLOCKER,num_sonarQube_CODE_SMELL_HIGH,num_sonarQube_CODE_SMELL_LOW
0.0188679245283018,0.0,0.0,0.0032251562185043,0.0217761787540238
0.0,0.0,0.0,0.0006047167909695,0.003408445370195
0.0,0.0,0.0,0.002087932341488011,0.0009807074745428954
0.1226415094339622,0.0061318344404701,0.0409356725146198,0.1711348518443862,0.3018367733383829
0.0,0.0,0.0019493177387914,0.000806289054626,0.0015148646089755
0.0283018867924528,0.0005109862033725,0.0116959064327485,0.1281999596855472,0.070630562393486
0.0,0.001422224064341398,0.0,0.02558283863527121,0.062122289371396966
0.160377358490566,0.0,0.0019493177387914,0.1013908486192299,0.0727135012308275
0.0283018867924528,0.0153295861011752,0.0097465886939571,0.8849022374521266,0.0967619768983147
0.0,0.0015329586101175,0.0,0.0060471679096956,0.0005680742283658
0.0,0.00204394481349,0.0,0.0284216891755694,0.14883544783185
0.0094339622641509,0.0005109862033725,0.0077972709551656,0.0233823825841564,0.0484756674872183
0.1698113207547169,0.0342360756259581,0.0175438596491228,0.5597661761741585,0.9589092974815376
0.0,0.00018664960408364687,0.0,0.004806364120755291,0.015624902704429634
0.0566037735849056,0.0,0.0019493177387914,0.0737754484982866,0.0304866502556334
0.0,0.0,0.0,0.0011212516731597684,0.00035800651157663437
0.0094339622641509,0.0107307102708226,0.0,0.005442451118726,0.0130657072524143
0.7547169811320754,0.0137966274910577,0.0916179337231968,0.565410199556541,0.4474531338761598
0.7547169811320754,0.0137966274910577,0.0916179337231968,0.565410199556541,0.4474531338761598
0.015614989630068892,0.010413573800489863,0.04449800179275955,0.18653066856345715,0.9319556332220515
0.0,0.0,0.0,0.0012094335819391,0.0187464495360727
0.0,0.0,0.0,0.0012094335819391,0.0187464495360727
0.0,0.0,0.0019493177387914,0.000403144527313,0.0018935807612194
0.0471698113207547,0.0889115993868165,0.0,0.0723644426526909,0.0397651959856087
0.0,0.0076647930505876,0.0662768031189083,0.1999596855472687,0.8839234993372467
0.0283018867924528,0.00204394481349,0.0,0.0084660350735738,0.0350312440825601
0.0,0.0,0.0,0.0020157226365652,0.0005680742283658
0.008893186842403221,0.0,0.0,0.005586250559660011,0.009022872565249843
0.0,0.0045988758303525,0.0,0.0068534569643217,0.0022722969134633
0.0283018867924528,0.0,0.0,0.0058455956460391,0.0020829388373414
0.0,0.004269389238221109,0.0037585221498869243,0.04235915264547788,0.02217854090431363
0.0,0.0,0.0,0.0006047167909695,0.003408445370195
